cell_index,cell_id,predicted_label,true_label,aligned_predicted_label,batch
576,W31730,3,14Mo,14Mo,single_batch
577,W31731,0,6Ery,7MEP,single_batch
578,W31732,1,13Baso,10GMP,single_batch
579,W31733,3,14Mo,14Mo,single_batch
580,W31734,1,14Mo,10GMP,single_batch
581,W31735,5,2Ery,5Ery,single_batch
582,W31736,5,6Ery,5Ery,single_batch
583,W31737,1,13Baso,10GMP,single_batch
584,W31738,1,10GMP,10GMP,single_batch
585,W31739,1,15Mo,10GMP,single_batch
586,W31740,4,16Neu,16Neu,single_batch
587,W31741,1,10GMP,10GMP,single_batch
588,W31742,6,1Ery,2Ery,single_batch
589,W31743,3,14Mo,14Mo,single_batch
590,W31744,1,12Baso,10GMP,single_batch
591,W31745,1,10GMP,10GMP,single_batch
592,W31746,1,12Baso,10GMP,single_batch
593,W31748,4,16Neu,16Neu,single_batch
594,W31749,1,10GMP,10GMP,single_batch
595,W31750,3,13Baso,14Mo,single_batch
596,W31751,4,16Neu,16Neu,single_batch
597,W31752,0,6Ery,7MEP,single_batch
598,W31755,0,5Ery,7MEP,single_batch
599,W31756,1,10GMP,10GMP,single_batch
600,W31758,1,13Baso,10GMP,single_batch
601,W31759,7,19Lymph,19Lymph,single_batch
602,W31760,1,14Mo,10GMP,single_batch
603,W31761,5,5Ery,5Ery,single_batch
604,W31762,1,13Baso,10GMP,single_batch
