cell_index,cell_id,predicted_label,true_label,aligned_predicted_label,batch
32,A19_B001247_B009941_S19.mm10-plus-4-0,14,myeloid leukocyte,myeloid leukocyte,single_batch
33,A19_B002688_B009944_S19.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
34,A19_D045313_B009942_S19.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
35,A1_B000767_B009945_S1.mm10-plus-4-0,2,NK cell,NK cell,single_batch
36,A1_B001247_B009941_S1.mm10-plus-4-0,14,Kupffer cell,myeloid leukocyte,single_batch
37,A1_D045313_B009942_S1.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
38,A20_B000767_B009945_S20.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
39,A20_B001247_B009941_S20.mm10-plus-4-0,4,myeloid leukocyte,endothelial cell of hepatic sinusoid,single_batch
40,A20_B002688_B009944_S20.mm10-plus-4-0,11,myeloid leukocyte,Unmatched_11,single_batch
41,A20_D045313_B009942_S20.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
42,A21_B000767_B009945_S21.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
43,A21_B001247_B009941_S21.mm10-plus-4-0,0,B cell,B cell,single_batch
44,A21_B002681_B009943_S21.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
45,A21_B002688_B009944_S21.mm10-plus-4-0,2,NK cell,NK cell,single_batch
46,A21_D045313_B009942_S21.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
47,A22_B000767_B009945_S22.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
48,A22_B001247_B009941_S22.mm10-plus-4-0,6,B cell,hepatocyte,single_batch
49,A22_B002681_B009943_S22.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
50,A2_B000767_B009945_S2.mm10-plus-4-0,2,NK cell,NK cell,single_batch
51,A2_B001247_B009941_S2.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
52,A2_B002681_B009943_S2.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
53,A2_D045313_B009942_S2.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
54,A3_B000767_B009945_S3.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
55,A3_B001247_B009941_S3.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
56,A3_B002681_B009943_S3.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
57,A3_D045313_B009942_S3.mm10-plus-4-0,0,B cell,B cell,single_batch
58,A4_B000767_B009945_S4.mm10-plus-4-0,10,myeloid leukocyte,Unmatched_10,single_batch
59,A5_B000767_B009945_S5.mm10-plus-4-0,2,NK cell,NK cell,single_batch
60,A5_B001247_B009941_S5.mm10-plus-4-0,1,T cell,mature NK T cell,single_batch
61,A5_D045313_B009942_S5.mm10-plus-4-0,0,B cell,B cell,single_batch
62,A6_B000767_B009945_S6.mm10-plus-4-0,0,B cell,B cell,single_batch
63,A6_B002681_B009943_S6.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
64,A6_D045313_B009942_S6.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
65,A7_B001247_B009941_S7.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
66,A7_B002688_B009944_S7.mm10-plus-4-0,12,myeloid leukocyte,Kupffer cell,single_batch
67,A7_D045313_B009942_S7.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
68,A8_D045313_B009942_S8.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
69,A9_B000767_B009945_S9.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
70,A9_D045313_B009942_S9.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
71,B10_B000767_B009945_S34.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
72,B10_B002681_B009943_S34.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
73,B10_B002688_B009944_S34.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
74,B10_D045313_B009942_S34.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
75,B11_B000767_B009945_S35.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
76,B11_B002681_B009943_S35.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
77,B12_B000767_B009945_S36.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
78,B12_B002688_B009944_S36.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
79,B12_D045313_B009942_S36.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
80,B13_B001247_B009941_S37.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
81,B13_B002681_B009943_S37.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
82,B13_D045313_B009942_S37.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
83,B14_B001247_B009941_S38.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
84,B14_B002681_B009943_S38.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
85,B14_B002688_B009944_S38.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
86,B14_D045313_B009942_S38.mm10-plus-4-0,1,myeloid leukocyte,mature NK T cell,single_batch
87,B15_B000767_B009945_S39.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
88,B15_B001247_B009941_S39.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
89,B15_B002688_B009944_S39.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
90,B15_D045313_B009942_S39.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
91,B16_B001247_B009941_S40.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
92,B16_B002688_B009944_S40.mm10-plus-4-0,5,neutrophil,neutrophil,single_batch
93,B16_D045313_B009942_S40.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
94,B17_B001247_B009941_S41.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
95,B17_B002681_B009943_S41.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
96,B17_B002688_B009944_S41.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
97,B17_D045313_B009942_S41.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
98,B18_B000767_B009945_S42.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
99,B18_B001247_B009941_S42.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
100,B18_B002681_B009943_S42.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
101,B18_B002688_B009944_S42.mm10-plus-4-0,5,neutrophil,neutrophil,single_batch
102,B18_D045313_B009942_S42.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
103,B19_B000767_B009945_S43.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
104,B19_B001247_B009941_S43.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
105,B19_D045313_B009942_S43.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
106,B1_B000767_B009945_S25.mm10-plus-4-0,0,B cell,B cell,single_batch
107,B1_B001247_B009941_S25.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
108,B1_B002681_B009943_S25.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
109,B1_D045313_B009942_S25.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
110,B20_B001247_B009941_S44.mm10-plus-4-0,4,myeloid leukocyte,endothelial cell of hepatic sinusoid,single_batch
111,B20_B002688_B009944_S44.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
112,B20_D045313_B009942_S44.mm10-plus-4-0,4,Kupffer cell,endothelial cell of hepatic sinusoid,single_batch
113,B21_B001247_B009941_S45.mm10-plus-4-0,4,myeloid leukocyte,endothelial cell of hepatic sinusoid,single_batch
114,B21_B002688_B009944_S45.mm10-plus-4-0,6,endothelial cell of hepatic sinusoid,hepatocyte,single_batch
115,B21_D045313_B009942_S45.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
116,B22_B000767_B009945_S46.mm10-plus-4-0,2,mature NK T cell,NK cell,single_batch
117,B22_B001247_B009941_S46.mm10-plus-4-0,1,T cell,mature NK T cell,single_batch
118,B22_D045313_B009942_S46.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
119,B2_B001247_B009941_S26.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
120,B3_B000767_B009945_S27.mm10-plus-4-0,0,B cell,B cell,single_batch
121,B3_B001247_B009941_S27.mm10-plus-4-0,0,B cell,B cell,single_batch
122,B3_B002688_B009944_S27.mm10-plus-4-0,0,B cell,B cell,single_batch
123,B3_D045313_B009942_S27.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
124,B4_B000767_B009945_S28.mm10-plus-4-0,0,B cell,B cell,single_batch
125,B4_B001247_B009941_S28.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
126,B4_B002681_B009943_S28.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
127,B4_B002688_B009944_S28.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
128,B4_D045313_B009942_S28.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
129,B5_B001247_B009941_S29.mm10-plus-4-0,0,B cell,B cell,single_batch
130,B5_D045313_B009942_S29.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
131,B6_B002688_B009944_S30.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
132,B6_D045313_B009942_S30.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
133,B7_B000767_B009945_S31.mm10-plus-4-0,2,mature NK T cell,NK cell,single_batch
134,B7_B001247_B009941_S31.mm10-plus-4-0,0,B cell,B cell,single_batch
135,B7_B002688_B009944_S31.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
136,B7_D045313_B009942_S31.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
137,B8_B000767_B009945_S32.mm10-plus-4-0,0,B cell,B cell,single_batch
138,B8_D045313_B009942_S32.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
139,B9_B000767_B009945_S33.mm10-plus-4-0,1,"CD4-positive, alpha-beta T cell",mature NK T cell,single_batch
140,B9_B002681_B009943_S33.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
141,B9_D045313_B009942_S33.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
142,C10_B000767_B009945_S58.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
143,C10_B002681_B009943_S58.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
144,C10_B002688_B009944_S58.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
145,C11_B001247_B009941_S59.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
146,C11_B002681_B009943_S59.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
147,C11_B002688_B009944_S59.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
148,C11_D045313_B009942_S59.mm10-plus-4-0,2,NK cell,NK cell,single_batch
149,C12_B001247_B009941_S60.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
150,C12_D045313_B009942_S60.mm10-plus-4-0,6,endothelial cell of hepatic sinusoid,hepatocyte,single_batch
151,C13_B000767_B009945_S61.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
152,C13_B001247_B009941_S61.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
153,C13_B002681_B009943_S61.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
154,C13_B002688_B009944_S61.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
155,C13_D045313_B009942_S61.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
156,C14_B000767_B009945_S62.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
157,C14_B001247_B009941_S62.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
158,C14_B002681_B009943_S62.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
159,C14_B002688_B009944_S62.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
160,C14_D045313_B009942_S62.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
161,C15_B000767_B009945_S63.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
162,C15_B001247_B009941_S63.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
163,C15_D045313_B009942_S63.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
164,C16_B000767_B009945_S64.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
165,C16_B002681_B009943_S64.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
166,C16_B002688_B009944_S64.mm10-plus-4-0,11,myeloid leukocyte,Unmatched_11,single_batch
167,C16_D045313_B009942_S64.mm10-plus-4-0,5,neutrophil,neutrophil,single_batch
168,C17_B000767_B009945_S65.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
169,C17_B001247_B009941_S65.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
170,C17_B002688_B009944_S65.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
171,C17_D045313_B009942_S65.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
172,C18_B000767_B009945_S66.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
173,C18_B001247_B009941_S66.mm10-plus-4-0,5,neutrophil,neutrophil,single_batch
174,C18_B002688_B009944_S66.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
175,C18_D045313_B009942_S66.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
176,C19_B000767_B009945_S67.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
177,C19_B001247_B009941_S67.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
178,C19_D045313_B009942_S67.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
179,C1_B000767_B009945_S49.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
180,C1_B001247_B009941_S49.mm10-plus-4-0,0,B cell,B cell,single_batch
181,C1_B002681_B009943_S49.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
182,C1_B002688_B009944_S49.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
183,C20_B000767_B009945_S68.mm10-plus-4-0,0,B cell,B cell,single_batch
184,C20_B001247_B009941_S68.mm10-plus-4-0,9,myeloid leukocyte,Unmatched_9,single_batch
185,C20_B002688_B009944_S68.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
186,C20_D045313_B009942_S68.mm10-plus-4-0,5,neutrophil,neutrophil,single_batch
187,C21_B000767_B009945_S69.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
188,C21_B001247_B009941_S69.mm10-plus-4-0,14,myeloid leukocyte,myeloid leukocyte,single_batch
189,C21_B002681_B009943_S69.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
190,C21_D045313_B009942_S69.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
191,C22_B000767_B009945_S70.mm10-plus-4-0,1,T cell,mature NK T cell,single_batch
192,C22_B001247_B009941_S70.mm10-plus-4-0,4,myeloid leukocyte,endothelial cell of hepatic sinusoid,single_batch
193,C2_B001247_B009941_S50.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
194,C2_B002688_B009944_S50.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
195,C3_B000767_B009945_S51.mm10-plus-4-0,5,neutrophil,neutrophil,single_batch
196,C3_B001247_B009941_S51.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
197,C3_B002681_B009943_S51.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
198,C3_D045313_B009942_S51.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
199,C4_B000767_B009945_S52.mm10-plus-4-0,11,myeloid leukocyte,Unmatched_11,single_batch
200,C4_B001247_B009941_S52.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
201,C4_B002688_B009944_S52.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
202,C4_D045313_B009942_S52.mm10-plus-4-0,0,B cell,B cell,single_batch
203,C5_B000767_B009945_S53.mm10-plus-4-0,1,T cell,mature NK T cell,single_batch
204,C5_B001247_B009941_S53.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
205,C5_D045313_B009942_S53.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
206,C6_B000767_B009945_S54.mm10-plus-4-0,6,endothelial cell of hepatic sinusoid,hepatocyte,single_batch
207,C6_B001247_B009941_S54.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
208,C6_B002681_B009943_S54.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
209,C7_B000767_B009945_S55.mm10-plus-4-0,1,mature NK T cell,mature NK T cell,single_batch
210,C7_B002681_B009943_S55.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
211,C7_D045313_B009942_S55.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
212,C8_B002681_B009943_S56.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
213,C8_D045313_B009942_S56.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
214,C9_B000767_B009945_S57.mm10-plus-4-0,9,myeloid leukocyte,Unmatched_9,single_batch
215,C9_B001247_B009941_S57.mm10-plus-4-0,10,myeloid leukocyte,Unmatched_10,single_batch
216,D10_B000767_B009945_S82.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
217,D10_B001247_B009941_S82.mm10-plus-4-0,1,hepatocyte,mature NK T cell,single_batch
218,D10_B002688_B009944_S82.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
219,D10_D045313_B009942_S82.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
220,D11_B000767_B009945_S83.mm10-plus-4-0,0,B cell,B cell,single_batch
221,D11_B001247_B009941_S83.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
222,D11_B002688_B009944_S83.mm10-plus-4-0,6,endothelial cell of hepatic sinusoid,hepatocyte,single_batch
223,D11_D045313_B009942_S83.mm10-plus-4-0,6,endothelial cell of hepatic sinusoid,hepatocyte,single_batch
224,D12_B000767_B009945_S84.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
225,D12_B002681_B009943_S84.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
226,D12_D045313_B009942_S84.mm10-plus-4-0,1,myeloid leukocyte,mature NK T cell,single_batch
227,D13_B001247_B009941_S85.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
228,D13_B002681_B009943_S85.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
229,D13_D045313_B009942_S85.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
230,D14_B000767_B009945_S86.mm10-plus-4-0,1,"CD4-positive, alpha-beta T cell",mature NK T cell,single_batch
231,D14_B001247_B009941_S86.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
232,D14_B002681_B009943_S86.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
233,D14_D045313_B009942_S86.mm10-plus-4-0,8,myeloid leukocyte,T cell,single_batch
234,D15_B001247_B009941_S87.mm10-plus-4-0,10,myeloid leukocyte,Unmatched_10,single_batch
235,D15_B002681_B009943_S87.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
236,D15_B002688_B009944_S87.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
237,D15_D045313_B009942_S87.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
238,D16_B000767_B009945_S88.mm10-plus-4-0,1,"CD8-positive, alpha-beta T cell",mature NK T cell,single_batch
239,D16_B001247_B009941_S88.mm10-plus-4-0,14,myeloid leukocyte,myeloid leukocyte,single_batch
240,D16_B002681_B009943_S88.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
241,D16_B002688_B009944_S88.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
242,D16_D045313_B009942_S88.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
243,D17_B000767_B009945_S89.mm10-plus-4-0,12,Kupffer cell,Kupffer cell,single_batch
244,D17_B001247_B009941_S89.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
245,D17_B002681_B009943_S89.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
246,D17_D045313_B009942_S89.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
247,D18_B000767_B009945_S90.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
248,D18_B001247_B009941_S90.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
249,D18_B002681_B009943_S90.mm10-plus-4-0,6,hepatocyte,hepatocyte,single_batch
250,D18_B002688_B009944_S90.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
251,D18_D045313_B009942_S90.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
252,D19_B001247_B009941_S91.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
253,D19_B002688_B009944_S91.mm10-plus-4-0,4,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch
