cell_index,cell_id,predicted_label,true_label,aligned_predicted_label,batch
38,human1_lib1.final_cell_0039,22,beta,Unmatched_22,inDrop1
39,human1_lib1.final_cell_0040,3,delta,delta,inDrop1
40,human1_lib1.final_cell_0041,7,activated_stellate,activated_stellate,inDrop1
41,human1_lib1.final_cell_0042,20,beta,beta,inDrop1
42,human1_lib1.final_cell_0043,3,delta,delta,inDrop1
43,human1_lib1.final_cell_0044,7,activated_stellate,activated_stellate,inDrop1
44,human1_lib1.final_cell_0045,7,activated_stellate,activated_stellate,inDrop1
45,human1_lib1.final_cell_0046,7,activated_stellate,activated_stellate,inDrop1
46,human1_lib1.final_cell_0047,12,acinar,acinar,inDrop1
47,human1_lib1.final_cell_0048,7,activated_stellate,activated_stellate,inDrop1
48,human1_lib1.final_cell_0049,3,delta,delta,inDrop1
49,human1_lib1.final_cell_0050,20,beta,beta,inDrop1
50,human1_lib1.final_cell_0051,3,delta,delta,inDrop1
51,human1_lib1.final_cell_0052,20,beta,beta,inDrop1
52,human1_lib1.final_cell_0053,13,acinar,Unmatched_13,inDrop1
53,human1_lib1.final_cell_0054,20,beta,beta,inDrop1
54,human1_lib1.final_cell_0055,20,beta,beta,inDrop1
55,human1_lib1.final_cell_0056,7,activated_stellate,activated_stellate,inDrop1
56,human1_lib1.final_cell_0057,20,beta,beta,inDrop1
57,human1_lib1.final_cell_0058,20,beta,beta,inDrop1
58,human1_lib1.final_cell_0059,20,beta,beta,inDrop1
59,human1_lib1.final_cell_0060,22,beta,Unmatched_22,inDrop1
60,human1_lib1.final_cell_0061,1,ductal,ductal,inDrop1
61,human1_lib1.final_cell_0062,17,alpha,alpha,inDrop1
62,human1_lib1.final_cell_0063,22,beta,Unmatched_22,inDrop1
63,human1_lib1.final_cell_0064,1,ductal,ductal,inDrop1
64,human1_lib1.final_cell_0065,1,ductal,ductal,inDrop1
65,human1_lib1.final_cell_0066,12,acinar,acinar,inDrop1
66,human1_lib1.final_cell_0067,17,alpha,alpha,inDrop1
67,human1_lib1.final_cell_0068,20,beta,beta,inDrop1
68,human1_lib1.final_cell_0069,3,delta,delta,inDrop1
69,human1_lib1.final_cell_0070,17,alpha,alpha,inDrop1
70,human1_lib1.final_cell_0071,22,beta,Unmatched_22,inDrop1
71,human1_lib1.final_cell_0072,22,beta,Unmatched_22,inDrop1
72,human1_lib1.final_cell_0073,23,beta,epsilon,inDrop1
73,human1_lib1.final_cell_0074,3,delta,delta,inDrop1
74,human1_lib1.final_cell_0075,20,beta,beta,inDrop1
75,human1_lib1.final_cell_0076,20,beta,beta,inDrop1
76,human1_lib1.final_cell_0077,3,delta,delta,inDrop1
77,human1_lib1.final_cell_0078,23,beta,epsilon,inDrop1
78,human1_lib1.final_cell_0079,20,beta,beta,inDrop1
79,human1_lib1.final_cell_0080,20,beta,beta,inDrop1
80,human1_lib1.final_cell_0081,20,beta,beta,inDrop1
81,human1_lib1.final_cell_0082,20,beta,beta,inDrop1
82,human1_lib1.final_cell_0083,20,beta,beta,inDrop1
83,human1_lib1.final_cell_0084,12,acinar,acinar,inDrop1
84,human1_lib1.final_cell_0085,7,activated_stellate,activated_stellate,inDrop1
85,human1_lib1.final_cell_0086,3,delta,delta,inDrop1
86,human1_lib1.final_cell_0087,3,delta,delta,inDrop1
87,human1_lib1.final_cell_0088,20,beta,beta,inDrop1
88,human1_lib1.final_cell_0089,22,beta,Unmatched_22,inDrop1
89,human1_lib1.final_cell_0090,20,beta,beta,inDrop1
90,human1_lib1.final_cell_0091,20,beta,beta,inDrop1
91,human1_lib1.final_cell_0092,20,beta,beta,inDrop1
92,human1_lib1.final_cell_0093,20,beta,beta,inDrop1
93,human1_lib1.final_cell_0094,20,beta,beta,inDrop1
94,human1_lib1.final_cell_0095,20,beta,beta,inDrop1
95,human1_lib1.final_cell_0096,22,beta,Unmatched_22,inDrop1
96,human1_lib1.final_cell_0097,20,beta,beta,inDrop1
97,human1_lib1.final_cell_0098,3,delta,delta,inDrop1
98,human1_lib1.final_cell_0099,3,delta,delta,inDrop1
99,human1_lib1.final_cell_0100,20,beta,beta,inDrop1
100,human1_lib1.final_cell_0101,3,delta,delta,inDrop1
101,human1_lib1.final_cell_0102,17,alpha,alpha,inDrop1
102,human1_lib1.final_cell_0103,17,alpha,alpha,inDrop1
103,human1_lib1.final_cell_0104,3,delta,delta,inDrop1
104,human1_lib1.final_cell_0105,20,beta,beta,inDrop1
105,human1_lib1.final_cell_0106,20,beta,beta,inDrop1
106,human1_lib1.final_cell_0107,23,beta,epsilon,inDrop1
107,human1_lib1.final_cell_0108,20,beta,beta,inDrop1
108,human1_lib1.final_cell_0109,13,acinar,Unmatched_13,inDrop1
109,human1_lib1.final_cell_0110,3,delta,delta,inDrop1
110,human1_lib1.final_cell_0111,20,beta,beta,inDrop1
111,human1_lib1.final_cell_0112,23,beta,epsilon,inDrop1
112,human1_lib1.final_cell_0113,3,delta,delta,inDrop1
113,human1_lib1.final_cell_0114,20,beta,beta,inDrop1
114,human1_lib1.final_cell_0115,20,beta,beta,inDrop1
115,human1_lib1.final_cell_0116,20,beta,beta,inDrop1
116,human1_lib1.final_cell_0117,3,delta,delta,inDrop1
117,human1_lib1.final_cell_0118,20,beta,beta,inDrop1
118,human1_lib1.final_cell_0119,3,delta,delta,inDrop1
119,human1_lib1.final_cell_0120,20,beta,beta,inDrop1
120,human1_lib1.final_cell_0121,20,beta,beta,inDrop1
121,human1_lib1.final_cell_0122,23,beta,epsilon,inDrop1
122,human1_lib1.final_cell_0123,3,epsilon,delta,inDrop1
123,human1_lib1.final_cell_0124,20,beta,beta,inDrop1
124,human1_lib1.final_cell_0125,20,beta,beta,inDrop1
125,human1_lib1.final_cell_0126,20,beta,beta,inDrop1
126,human1_lib1.final_cell_0127,23,delta,epsilon,inDrop1
127,human1_lib1.final_cell_0128,20,beta,beta,inDrop1
128,human1_lib1.final_cell_0129,3,delta,delta,inDrop1
129,human1_lib1.final_cell_0130,20,beta,beta,inDrop1
130,human1_lib1.final_cell_0131,17,alpha,alpha,inDrop1
131,human1_lib1.final_cell_0132,17,alpha,alpha,inDrop1
132,human1_lib1.final_cell_0133,20,beta,beta,inDrop1
133,human1_lib1.final_cell_0134,12,acinar,acinar,inDrop1
134,human1_lib1.final_cell_0135,17,alpha,alpha,inDrop1
135,human1_lib1.final_cell_0136,20,beta,beta,inDrop1
136,human1_lib1.final_cell_0137,20,beta,beta,inDrop1
137,human1_lib1.final_cell_0138,17,alpha,alpha,inDrop1
138,human1_lib1.final_cell_0139,20,beta,beta,inDrop1
139,human1_lib1.final_cell_0140,3,delta,delta,inDrop1
140,human1_lib1.final_cell_0141,23,beta,epsilon,inDrop1
141,human1_lib1.final_cell_0142,20,beta,beta,inDrop1
142,human1_lib1.final_cell_0143,20,beta,beta,inDrop1
143,human1_lib1.final_cell_0144,23,beta,epsilon,inDrop1
144,human1_lib1.final_cell_0145,20,beta,beta,inDrop1
145,human1_lib1.final_cell_0146,3,delta,delta,inDrop1
146,human1_lib1.final_cell_0147,23,beta,epsilon,inDrop1
147,human1_lib1.final_cell_0148,1,ductal,ductal,inDrop1
148,human1_lib1.final_cell_0149,1,ductal,ductal,inDrop1
149,human1_lib1.final_cell_0150,20,beta,beta,inDrop1
150,human1_lib1.final_cell_0151,23,beta,epsilon,inDrop1
151,human1_lib1.final_cell_0152,20,beta,beta,inDrop1
152,human1_lib1.final_cell_0153,20,beta,beta,inDrop1
153,human1_lib1.final_cell_0154,3,delta,delta,inDrop1
154,human1_lib1.final_cell_0155,20,beta,beta,inDrop1
155,human1_lib1.final_cell_0156,7,activated_stellate,activated_stellate,inDrop1
156,human1_lib1.final_cell_0157,20,beta,beta,inDrop1
157,human1_lib1.final_cell_0158,21,beta,Unmatched_21,inDrop1
158,human1_lib1.final_cell_0159,17,alpha,alpha,inDrop1
159,human1_lib1.final_cell_0160,20,beta,beta,inDrop1
160,human1_lib1.final_cell_0161,17,alpha,alpha,inDrop1
161,human1_lib1.final_cell_0162,20,beta,beta,inDrop1
162,human1_lib1.final_cell_0163,18,gamma,gamma,inDrop1
163,human1_lib1.final_cell_0164,20,beta,beta,inDrop1
164,human1_lib1.final_cell_0165,20,beta,beta,inDrop1
165,human1_lib1.final_cell_0166,22,beta,Unmatched_22,inDrop1
166,human1_lib1.final_cell_0167,22,beta,Unmatched_22,inDrop1
167,human1_lib1.final_cell_0168,20,beta,beta,inDrop1
168,human1_lib1.final_cell_0169,20,beta,beta,inDrop1
169,human1_lib1.final_cell_0170,23,beta,epsilon,inDrop1
170,human1_lib1.final_cell_0171,12,acinar,acinar,inDrop1
171,human1_lib1.final_cell_0172,22,beta,Unmatched_22,inDrop1
172,human1_lib1.final_cell_0173,12,acinar,acinar,inDrop1
173,human1_lib1.final_cell_0174,20,beta,beta,inDrop1
174,human1_lib1.final_cell_0175,20,beta,beta,inDrop1
175,human1_lib1.final_cell_0176,20,beta,beta,inDrop1
176,human1_lib1.final_cell_0177,12,acinar,acinar,inDrop1
177,human1_lib1.final_cell_0178,3,delta,delta,inDrop1
178,human1_lib1.final_cell_0179,20,beta,beta,inDrop1
179,human1_lib1.final_cell_0180,3,delta,delta,inDrop1
180,human1_lib1.final_cell_0181,20,beta,beta,inDrop1
181,human1_lib1.final_cell_0182,12,acinar,acinar,inDrop1
182,human1_lib1.final_cell_0183,17,alpha,alpha,inDrop1
183,human1_lib1.final_cell_0184,20,beta,beta,inDrop1
184,human1_lib1.final_cell_0185,17,alpha,alpha,inDrop1
185,human1_lib1.final_cell_0186,20,beta,beta,inDrop1
186,human1_lib1.final_cell_0187,17,alpha,alpha,inDrop1
187,human1_lib1.final_cell_0188,0,endothelial,endothelial,inDrop1
188,human1_lib1.final_cell_0189,23,beta,epsilon,inDrop1
189,human1_lib1.final_cell_0190,20,beta,beta,inDrop1
190,human1_lib1.final_cell_0191,17,alpha,alpha,inDrop1
191,human1_lib1.final_cell_0192,3,delta,delta,inDrop1
192,human1_lib1.final_cell_0193,20,beta,beta,inDrop1
193,human1_lib1.final_cell_0194,20,beta,beta,inDrop1
194,human1_lib1.final_cell_0195,3,delta,delta,inDrop1
195,human1_lib1.final_cell_0196,20,beta,beta,inDrop1
196,human1_lib1.final_cell_0197,18,gamma,gamma,inDrop1
197,human1_lib1.final_cell_0198,17,alpha,alpha,inDrop1
198,human1_lib1.final_cell_0199,20,beta,beta,inDrop1
199,human1_lib1.final_cell_0200,20,beta,beta,inDrop1
200,human1_lib1.final_cell_0201,3,delta,delta,inDrop1
201,human1_lib1.final_cell_0202,17,alpha,alpha,inDrop1
202,human1_lib1.final_cell_0203,1,ductal,ductal,inDrop1
203,human1_lib1.final_cell_0204,20,beta,beta,inDrop1
204,human1_lib1.final_cell_0205,17,alpha,alpha,inDrop1
205,human1_lib1.final_cell_0206,20,beta,beta,inDrop1
206,human1_lib1.final_cell_0207,1,ductal,ductal,inDrop1
207,human1_lib1.final_cell_0208,17,alpha,alpha,inDrop1
208,human1_lib1.final_cell_0209,1,ductal,ductal,inDrop1
209,human1_lib1.final_cell_0210,20,beta,beta,inDrop1
210,human1_lib1.final_cell_0211,20,beta,beta,inDrop1
211,human1_lib1.final_cell_0212,17,alpha,alpha,inDrop1
212,human1_lib1.final_cell_0213,20,beta,beta,inDrop1
213,human1_lib1.final_cell_0214,20,beta,beta,inDrop1
214,human1_lib1.final_cell_0215,2,quiescent_stellate,quiescent_stellate,inDrop1
215,human1_lib1.final_cell_0216,1,ductal,ductal,inDrop1
216,human1_lib1.final_cell_0217,1,ductal,ductal,inDrop1
217,human1_lib1.final_cell_0218,0,endothelial,endothelial,inDrop1
218,human1_lib1.final_cell_0219,7,activated_stellate,activated_stellate,inDrop1
219,human1_lib1.final_cell_0220,20,beta,beta,inDrop1
220,human1_lib1.final_cell_0221,3,delta,delta,inDrop1
221,human1_lib1.final_cell_0222,18,gamma,gamma,inDrop1
222,human1_lib1.final_cell_0223,20,beta,beta,inDrop1
223,human1_lib1.final_cell_0224,20,beta,beta,inDrop1
224,human1_lib1.final_cell_0225,20,beta,beta,inDrop1
225,human1_lib1.final_cell_0226,17,alpha,alpha,inDrop1
226,human1_lib1.final_cell_0227,20,beta,beta,inDrop1
227,human1_lib1.final_cell_0228,20,beta,beta,inDrop1
228,human1_lib1.final_cell_0229,3,delta,delta,inDrop1
229,human1_lib1.final_cell_0230,1,ductal,ductal,inDrop1
230,human1_lib1.final_cell_0231,20,beta,beta,inDrop1
231,human1_lib1.final_cell_0232,3,delta,delta,inDrop1
232,human1_lib1.final_cell_0233,3,delta,delta,inDrop1
233,human1_lib1.final_cell_0234,20,beta,beta,inDrop1
234,human1_lib1.final_cell_0235,3,delta,delta,inDrop1
235,human1_lib1.final_cell_0236,23,beta,epsilon,inDrop1
236,human1_lib1.final_cell_0237,7,activated_stellate,activated_stellate,inDrop1
237,human1_lib1.final_cell_0238,20,beta,beta,inDrop1
238,human1_lib1.final_cell_0239,20,beta,beta,inDrop1
239,human1_lib1.final_cell_0240,3,delta,delta,inDrop1
240,human1_lib1.final_cell_0241,20,beta,beta,inDrop1
241,human1_lib1.final_cell_0242,2,quiescent_stellate,quiescent_stellate,inDrop1
242,human1_lib1.final_cell_0243,20,beta,beta,inDrop1
243,human1_lib1.final_cell_0244,12,acinar,acinar,inDrop1
244,human1_lib1.final_cell_0245,17,alpha,alpha,inDrop1
245,human1_lib1.final_cell_0246,3,delta,delta,inDrop1
246,human1_lib1.final_cell_0247,20,beta,beta,inDrop1
247,human1_lib1.final_cell_0248,17,alpha,alpha,inDrop1
248,human1_lib1.final_cell_0249,20,beta,beta,inDrop1
249,human1_lib1.final_cell_0250,0,endothelial,endothelial,inDrop1
250,human1_lib1.final_cell_0251,3,delta,delta,inDrop1
251,human1_lib1.final_cell_0252,3,delta,delta,inDrop1
252,human1_lib1.final_cell_0253,20,beta,beta,inDrop1
253,human1_lib1.final_cell_0254,20,beta,beta,inDrop1
254,human1_lib1.final_cell_0255,3,delta,delta,inDrop1
255,human1_lib1.final_cell_0256,18,gamma,gamma,inDrop1
256,human1_lib1.final_cell_0257,17,alpha,alpha,inDrop1
257,human1_lib1.final_cell_0258,20,beta,beta,inDrop1
258,human1_lib1.final_cell_0259,20,beta,beta,inDrop1
259,human1_lib1.final_cell_0260,23,beta,epsilon,inDrop1
260,human1_lib1.final_cell_0261,1,ductal,ductal,inDrop1
261,human1_lib1.final_cell_0262,3,delta,delta,inDrop1
262,human1_lib1.final_cell_0263,17,alpha,alpha,inDrop1
263,human1_lib1.final_cell_0264,20,beta,beta,inDrop1
264,human1_lib1.final_cell_0265,18,gamma,gamma,inDrop1
265,human1_lib1.final_cell_0266,20,beta,beta,inDrop1
266,human1_lib1.final_cell_0267,20,beta,beta,inDrop1
267,human1_lib1.final_cell_0268,20,beta,beta,inDrop1
268,human1_lib1.final_cell_0269,2,quiescent_stellate,quiescent_stellate,inDrop1
269,human1_lib1.final_cell_0270,17,alpha,alpha,inDrop1
270,human1_lib1.final_cell_0271,3,delta,delta,inDrop1
271,human1_lib1.final_cell_0272,17,alpha,alpha,inDrop1
272,human1_lib1.final_cell_0273,0,endothelial,endothelial,inDrop1
273,human1_lib1.final_cell_0274,17,alpha,alpha,inDrop1
274,human1_lib1.final_cell_0275,3,delta,delta,inDrop1
275,human1_lib1.final_cell_0276,20,beta,beta,inDrop1
276,human1_lib1.final_cell_0277,18,gamma,gamma,inDrop1
277,human1_lib1.final_cell_0278,1,ductal,ductal,inDrop1
278,human1_lib1.final_cell_0279,17,alpha,alpha,inDrop1
279,human1_lib1.final_cell_0280,23,alpha,epsilon,inDrop1
280,human1_lib1.final_cell_0281,3,delta,delta,inDrop1
281,human1_lib1.final_cell_0282,20,beta,beta,inDrop1
282,human1_lib1.final_cell_0283,20,beta,beta,inDrop1
283,human1_lib1.final_cell_0284,1,ductal,ductal,inDrop1
284,human1_lib1.final_cell_0285,17,alpha,alpha,inDrop1
285,human1_lib1.final_cell_0286,23,beta,epsilon,inDrop1
286,human1_lib1.final_cell_0287,3,delta,delta,inDrop1
287,human1_lib1.final_cell_0288,4,macrophage,macrophage,inDrop1
288,human1_lib1.final_cell_0289,0,endothelial,endothelial,inDrop1
289,human1_lib1.final_cell_0290,23,beta,epsilon,inDrop1
290,human1_lib1.final_cell_0291,20,beta,beta,inDrop1
291,human1_lib1.final_cell_0292,23,beta,epsilon,inDrop1
292,human1_lib1.final_cell_0293,22,beta,Unmatched_22,inDrop1
293,human1_lib1.final_cell_0294,20,beta,beta,inDrop1
294,human1_lib1.final_cell_0295,20,beta,beta,inDrop1
295,human1_lib1.final_cell_0296,20,beta,beta,inDrop1
296,human1_lib1.final_cell_0297,23,beta,epsilon,inDrop1
297,human1_lib1.final_cell_0298,20,beta,beta,inDrop1
298,human1_lib1.final_cell_0299,20,beta,beta,inDrop1
299,human1_lib1.final_cell_0300,22,beta,Unmatched_22,inDrop1
300,human1_lib1.final_cell_0301,18,gamma,gamma,inDrop1
301,human1_lib1.final_cell_0302,0,endothelial,endothelial,inDrop1
302,human1_lib1.final_cell_0303,20,beta,beta,inDrop1
303,human1_lib1.final_cell_0304,20,beta,beta,inDrop1
304,human1_lib1.final_cell_0305,22,beta,Unmatched_22,inDrop1
305,human1_lib1.final_cell_0306,3,delta,delta,inDrop1
306,human1_lib1.final_cell_0307,23,beta,epsilon,inDrop1
307,human1_lib1.final_cell_0308,18,gamma,gamma,inDrop1
308,human1_lib1.final_cell_0309,23,epsilon,epsilon,inDrop1
309,human1_lib1.final_cell_0310,3,delta,delta,inDrop1
310,human1_lib1.final_cell_0311,20,beta,beta,inDrop1
311,human1_lib1.final_cell_0312,20,beta,beta,inDrop1
312,human1_lib1.final_cell_0313,18,gamma,gamma,inDrop1
313,human1_lib1.final_cell_0314,20,beta,beta,inDrop1
314,human1_lib1.final_cell_0315,23,beta,epsilon,inDrop1
315,human1_lib1.final_cell_0316,23,beta,epsilon,inDrop1
316,human1_lib1.final_cell_0317,20,beta,beta,inDrop1
317,human1_lib1.final_cell_0318,20,beta,beta,inDrop1
318,human1_lib1.final_cell_0319,0,endothelial,endothelial,inDrop1
319,human1_lib1.final_cell_0320,20,beta,beta,inDrop1
320,human1_lib1.final_cell_0321,3,delta,delta,inDrop1
321,human1_lib1.final_cell_0322,17,alpha,alpha,inDrop1
322,human1_lib1.final_cell_0323,17,epsilon,alpha,inDrop1
323,human1_lib1.final_cell_0324,17,alpha,alpha,inDrop1
324,human1_lib1.final_cell_0325,2,quiescent_stellate,quiescent_stellate,inDrop1
325,human1_lib1.final_cell_0326,17,alpha,alpha,inDrop1
326,human1_lib1.final_cell_0327,17,alpha,alpha,inDrop1
327,human1_lib1.final_cell_0328,20,beta,beta,inDrop1
328,human1_lib1.final_cell_0329,20,beta,beta,inDrop1
329,human1_lib1.final_cell_0330,1,ductal,ductal,inDrop1
330,human1_lib1.final_cell_0331,22,beta,Unmatched_22,inDrop1
331,human1_lib1.final_cell_0332,17,alpha,alpha,inDrop1
332,human1_lib1.final_cell_0333,20,beta,beta,inDrop1
333,human1_lib1.final_cell_0334,17,alpha,alpha,inDrop1
334,human1_lib1.final_cell_0335,23,beta,epsilon,inDrop1
335,human1_lib1.final_cell_0336,22,beta,Unmatched_22,inDrop1
336,human1_lib1.final_cell_0337,3,delta,delta,inDrop1
337,human1_lib1.final_cell_0338,3,delta,delta,inDrop1
338,human1_lib1.final_cell_0339,20,beta,beta,inDrop1
339,human1_lib1.final_cell_0340,22,beta,Unmatched_22,inDrop1
340,human1_lib1.final_cell_0341,20,beta,beta,inDrop1
341,human1_lib1.final_cell_0342,1,ductal,ductal,inDrop1
342,human1_lib1.final_cell_0343,12,acinar,acinar,inDrop1
343,human1_lib1.final_cell_0344,20,beta,beta,inDrop1
344,human1_lib1.final_cell_0345,23,alpha,epsilon,inDrop1
345,human1_lib1.final_cell_0346,20,beta,beta,inDrop1
346,human1_lib1.final_cell_0347,20,beta,beta,inDrop1
347,human1_lib1.final_cell_0348,17,alpha,alpha,inDrop1
348,human1_lib1.final_cell_0349,20,beta,beta,inDrop1
349,human1_lib1.final_cell_0350,2,quiescent_stellate,quiescent_stellate,inDrop1
350,human1_lib1.final_cell_0351,20,beta,beta,inDrop1
351,human1_lib1.final_cell_0352,23,gamma,epsilon,inDrop1
352,human1_lib1.final_cell_0353,20,beta,beta,inDrop1
353,human1_lib1.final_cell_0354,18,gamma,gamma,inDrop1
354,human1_lib1.final_cell_0355,0,endothelial,endothelial,inDrop1
355,human1_lib1.final_cell_0356,23,beta,epsilon,inDrop1
356,human1_lib1.final_cell_0357,17,alpha,alpha,inDrop1
357,human1_lib1.final_cell_0358,8,schwann,schwann,inDrop1
358,human1_lib1.final_cell_0359,20,beta,beta,inDrop1
359,human1_lib1.final_cell_0360,2,quiescent_stellate,quiescent_stellate,inDrop1
360,human1_lib1.final_cell_0361,0,endothelial,endothelial,inDrop1
361,human1_lib1.final_cell_0362,18,gamma,gamma,inDrop1
362,human1_lib1.final_cell_0363,20,beta,beta,inDrop1
363,human1_lib1.final_cell_0364,20,beta,beta,inDrop1
364,human1_lib1.final_cell_0365,17,alpha,alpha,inDrop1
365,human1_lib1.final_cell_0366,17,alpha,alpha,inDrop1
366,human1_lib1.final_cell_0367,18,gamma,gamma,inDrop1
367,human1_lib1.final_cell_0368,20,beta,beta,inDrop1
368,human1_lib1.final_cell_0369,22,beta,Unmatched_22,inDrop1
369,human1_lib1.final_cell_0370,3,delta,delta,inDrop1
370,human1_lib1.final_cell_0371,12,acinar,acinar,inDrop1
371,human1_lib1.final_cell_0372,12,acinar,acinar,inDrop1
372,human1_lib1.final_cell_0373,18,gamma,gamma,inDrop1
373,human1_lib1.final_cell_0374,1,ductal,ductal,inDrop1
374,human1_lib1.final_cell_0375,1,ductal,ductal,inDrop1
375,human1_lib1.final_cell_0376,0,endothelial,endothelial,inDrop1
376,human1_lib1.final_cell_0377,3,delta,delta,inDrop1
377,human1_lib1.final_cell_0378,20,beta,beta,inDrop1
378,human1_lib1.final_cell_0379,20,beta,beta,inDrop1
379,human1_lib1.final_cell_0380,0,endothelial,endothelial,inDrop1
380,human1_lib1.final_cell_0381,17,alpha,alpha,inDrop1
381,human1_lib1.final_cell_0382,12,acinar,acinar,inDrop1
382,human1_lib1.final_cell_0383,0,endothelial,endothelial,inDrop1
383,human1_lib1.final_cell_0384,0,endothelial,endothelial,inDrop1
384,human1_lib1.final_cell_0385,17,alpha,alpha,inDrop1
385,human1_lib1.final_cell_0386,22,beta,Unmatched_22,inDrop1
386,human1_lib1.final_cell_0387,23,beta,epsilon,inDrop1
387,human1_lib1.final_cell_0388,18,gamma,gamma,inDrop1
388,human1_lib1.final_cell_0389,20,beta,beta,inDrop1
389,human1_lib1.final_cell_0390,17,alpha,alpha,inDrop1
390,human1_lib1.final_cell_0391,23,beta,epsilon,inDrop1
391,human1_lib1.final_cell_0392,20,beta,beta,inDrop1
392,human1_lib1.final_cell_0393,20,beta,beta,inDrop1
393,human1_lib1.final_cell_0394,23,beta,epsilon,inDrop1
394,human1_lib1.final_cell_0395,20,beta,beta,inDrop1
395,human1_lib1.final_cell_0396,3,delta,delta,inDrop1
396,human1_lib1.final_cell_0397,22,beta,Unmatched_22,inDrop1
397,human1_lib1.final_cell_0398,2,quiescent_stellate,quiescent_stellate,inDrop1
398,human1_lib1.final_cell_0399,7,activated_stellate,activated_stellate,inDrop1
399,human1_lib1.final_cell_0400,20,beta,beta,inDrop1
400,human1_lib1.final_cell_0401,17,alpha,alpha,inDrop1
401,human1_lib1.final_cell_0402,22,beta,Unmatched_22,inDrop1
402,human1_lib1.final_cell_0403,18,gamma,gamma,inDrop1
403,human1_lib1.final_cell_0404,2,quiescent_stellate,quiescent_stellate,inDrop1
404,human1_lib1.final_cell_0405,20,beta,beta,inDrop1
405,human1_lib1.final_cell_0406,17,alpha,alpha,inDrop1
406,human1_lib1.final_cell_0407,2,quiescent_stellate,quiescent_stellate,inDrop1
407,human1_lib1.final_cell_0408,0,endothelial,endothelial,inDrop1
408,human1_lib1.final_cell_0409,20,beta,beta,inDrop1
409,human1_lib1.final_cell_0410,1,ductal,ductal,inDrop1
410,human1_lib1.final_cell_0411,0,endothelial,endothelial,inDrop1
411,human1_lib1.final_cell_0412,1,ductal,ductal,inDrop1
412,human1_lib1.final_cell_0413,12,acinar,acinar,inDrop1
413,human1_lib1.final_cell_0414,17,alpha,alpha,inDrop1
414,human1_lib1.final_cell_0415,3,delta,delta,inDrop1
415,human1_lib1.final_cell_0416,3,beta,delta,inDrop1
416,human1_lib1.final_cell_0417,4,macrophage,macrophage,inDrop1
417,human1_lib1.final_cell_0418,1,ductal,ductal,inDrop1
418,human1_lib1.final_cell_0419,0,endothelial,endothelial,inDrop1
419,human1_lib1.final_cell_0420,0,endothelial,endothelial,inDrop1
420,human1_lib1.final_cell_0421,18,gamma,gamma,inDrop1
421,human1_lib1.final_cell_0422,0,endothelial,endothelial,inDrop1
422,human1_lib1.final_cell_0423,0,endothelial,endothelial,inDrop1
423,human1_lib1.final_cell_0424,20,beta,beta,inDrop1
424,human1_lib1.final_cell_0425,23,beta,epsilon,inDrop1
