cell_index,cell_id,predicted_label,true_label,aligned_predicted_label,batch
87,mouse1_lib1.final_cell_0088,3,ductal,ductal,single_batch
88,mouse1_lib1.final_cell_0089,5,beta,beta,single_batch
89,mouse1_lib1.final_cell_0090,3,ductal,ductal,single_batch
90,mouse1_lib1.final_cell_0091,7,delta,delta,single_batch
91,mouse1_lib1.final_cell_0092,0,endothelial,endothelial,single_batch
92,mouse1_lib1.final_cell_0093,5,beta,beta,single_batch
93,mouse1_lib1.final_cell_0094,5,beta,beta,single_batch
94,mouse1_lib1.final_cell_0095,3,ductal,ductal,single_batch
95,mouse1_lib1.final_cell_0096,6,delta,gamma,single_batch
96,mouse1_lib1.final_cell_0097,5,beta,beta,single_batch
97,mouse1_lib1.final_cell_0098,3,ductal,ductal,single_batch
98,mouse1_lib1.final_cell_0099,4,ductal,T_cell,single_batch
99,mouse1_lib1.final_cell_0100,0,endothelial,endothelial,single_batch
100,mouse1_lib1.final_cell_0101,5,beta,beta,single_batch
101,mouse1_lib1.final_cell_0102,0,endothelial,endothelial,single_batch
102,mouse1_lib1.final_cell_0103,5,beta,beta,single_batch
103,mouse1_lib1.final_cell_0104,4,ductal,T_cell,single_batch
104,mouse1_lib1.final_cell_0105,2,quiescent_stellate,quiescent_stellate,single_batch
105,mouse1_lib1.final_cell_0106,5,beta,beta,single_batch
106,mouse1_lib1.final_cell_0107,2,quiescent_stellate,quiescent_stellate,single_batch
107,mouse1_lib1.final_cell_0108,5,beta,beta,single_batch
108,mouse1_lib1.final_cell_0109,5,beta,beta,single_batch
109,mouse1_lib1.final_cell_0110,2,quiescent_stellate,quiescent_stellate,single_batch
110,mouse1_lib1.final_cell_0111,7,delta,delta,single_batch
111,mouse1_lib1.final_cell_0112,1,macrophage,macrophage,single_batch
112,mouse1_lib1.final_cell_0113,5,beta,beta,single_batch
113,mouse1_lib1.final_cell_0114,6,beta,gamma,single_batch
114,mouse1_lib1.final_cell_0115,0,endothelial,endothelial,single_batch
115,mouse1_lib1.final_cell_0116,1,macrophage,macrophage,single_batch
116,mouse1_lib1.final_cell_0117,5,beta,beta,single_batch
117,mouse1_lib1.final_cell_0118,6,beta,gamma,single_batch
118,mouse1_lib1.final_cell_0119,5,beta,beta,single_batch
119,mouse1_lib1.final_cell_0120,0,endothelial,endothelial,single_batch
120,mouse1_lib1.final_cell_0121,5,beta,beta,single_batch
121,mouse1_lib1.final_cell_0122,7,delta,delta,single_batch
122,mouse1_lib1.final_cell_0123,5,beta,beta,single_batch
123,mouse1_lib1.final_cell_0124,1,macrophage,macrophage,single_batch
124,mouse1_lib1.final_cell_0125,5,beta,beta,single_batch
125,mouse1_lib1.final_cell_0126,2,quiescent_stellate,quiescent_stellate,single_batch
126,mouse1_lib1.final_cell_0127,4,ductal,T_cell,single_batch
127,mouse1_lib1.final_cell_0128,5,beta,beta,single_batch
128,mouse1_lib1.final_cell_0129,5,beta,beta,single_batch
129,mouse1_lib1.final_cell_0130,5,beta,beta,single_batch
130,mouse1_lib1.final_cell_0131,5,beta,beta,single_batch
131,mouse1_lib1.final_cell_0132,5,beta,beta,single_batch
132,mouse1_lib1.final_cell_0133,4,ductal,T_cell,single_batch
133,mouse1_lib1.final_cell_0134,5,beta,beta,single_batch
134,mouse1_lib1.final_cell_0135,3,ductal,ductal,single_batch
135,mouse1_lib1.final_cell_0136,7,delta,delta,single_batch
136,mouse1_lib1.final_cell_0137,5,beta,beta,single_batch
137,mouse1_lib1.final_cell_0138,5,beta,beta,single_batch
138,mouse1_lib1.final_cell_0139,7,alpha,delta,single_batch
139,mouse1_lib1.final_cell_0140,3,ductal,ductal,single_batch
140,mouse1_lib1.final_cell_0141,5,beta,beta,single_batch
141,mouse1_lib1.final_cell_0142,5,beta,beta,single_batch
142,mouse1_lib1.final_cell_0143,5,beta,beta,single_batch
143,mouse1_lib1.final_cell_0144,5,beta,beta,single_batch
144,mouse1_lib1.final_cell_0145,0,endothelial,endothelial,single_batch
145,mouse1_lib1.final_cell_0146,7,delta,delta,single_batch
146,mouse1_lib1.final_cell_0147,5,beta,beta,single_batch
147,mouse1_lib1.final_cell_0148,5,beta,beta,single_batch
148,mouse1_lib1.final_cell_0149,5,beta,beta,single_batch
149,mouse1_lib1.final_cell_0150,5,beta,beta,single_batch
150,mouse1_lib1.final_cell_0151,3,ductal,ductal,single_batch
151,mouse1_lib1.final_cell_0152,5,beta,beta,single_batch
152,mouse1_lib1.final_cell_0153,3,ductal,ductal,single_batch
153,mouse1_lib1.final_cell_0154,5,beta,beta,single_batch
154,mouse1_lib1.final_cell_0155,3,ductal,ductal,single_batch
155,mouse1_lib1.final_cell_0156,6,delta,gamma,single_batch
156,mouse1_lib1.final_cell_0157,0,endothelial,endothelial,single_batch
157,mouse1_lib1.final_cell_0158,5,beta,beta,single_batch
158,mouse1_lib1.final_cell_0159,4,ductal,T_cell,single_batch
159,mouse1_lib1.final_cell_0160,1,macrophage,macrophage,single_batch
160,mouse1_lib1.final_cell_0161,6,delta,gamma,single_batch
161,mouse1_lib1.final_cell_0162,4,immune_other,T_cell,single_batch
162,mouse1_lib1.final_cell_0163,5,beta,beta,single_batch
163,mouse1_lib1.final_cell_0164,5,beta,beta,single_batch
164,mouse1_lib1.final_cell_0165,3,ductal,ductal,single_batch
165,mouse1_lib1.final_cell_0166,6,delta,gamma,single_batch
166,mouse1_lib1.final_cell_0167,6,gamma,gamma,single_batch
167,mouse1_lib1.final_cell_0168,5,beta,beta,single_batch
168,mouse1_lib1.final_cell_0169,5,beta,beta,single_batch
169,mouse1_lib1.final_cell_0170,5,beta,beta,single_batch
170,mouse1_lib1.final_cell_0171,5,beta,beta,single_batch
171,mouse1_lib1.final_cell_0172,5,beta,beta,single_batch
172,mouse1_lib1.final_cell_0173,5,beta,beta,single_batch
173,mouse1_lib1.final_cell_0174,5,beta,beta,single_batch
174,mouse1_lib1.final_cell_0175,3,ductal,ductal,single_batch
175,mouse1_lib1.final_cell_0176,3,ductal,ductal,single_batch
176,mouse1_lib1.final_cell_0177,5,beta,beta,single_batch
177,mouse1_lib1.final_cell_0178,4,ductal,T_cell,single_batch
178,mouse1_lib1.final_cell_0179,5,beta,beta,single_batch
179,mouse1_lib1.final_cell_0180,5,beta,beta,single_batch
180,mouse1_lib1.final_cell_0181,5,beta,beta,single_batch
181,mouse1_lib1.final_cell_0182,0,endothelial,endothelial,single_batch
182,mouse1_lib1.final_cell_0183,4,ductal,T_cell,single_batch
183,mouse1_lib1.final_cell_0184,4,ductal,T_cell,single_batch
184,mouse1_lib1.final_cell_0185,4,ductal,T_cell,single_batch
185,mouse1_lib1.final_cell_0186,6,beta,gamma,single_batch
186,mouse1_lib1.final_cell_0187,0,endothelial,endothelial,single_batch
187,mouse1_lib1.final_cell_0188,0,endothelial,endothelial,single_batch
188,mouse1_lib1.final_cell_0189,6,gamma,gamma,single_batch
189,mouse1_lib1.final_cell_0190,5,beta,beta,single_batch
190,mouse1_lib1.final_cell_0191,5,beta,beta,single_batch
191,mouse1_lib1.final_cell_0192,3,ductal,ductal,single_batch
192,mouse1_lib1.final_cell_0193,4,ductal,T_cell,single_batch
193,mouse1_lib1.final_cell_0194,3,ductal,ductal,single_batch
194,mouse1_lib1.final_cell_0195,2,quiescent_stellate,quiescent_stellate,single_batch
195,mouse1_lib1.final_cell_0196,5,beta,beta,single_batch
196,mouse1_lib1.final_cell_0197,5,beta,beta,single_batch
197,mouse1_lib1.final_cell_0198,5,beta,beta,single_batch
198,mouse1_lib1.final_cell_0199,5,beta,beta,single_batch
199,mouse1_lib1.final_cell_0200,3,ductal,ductal,single_batch
200,mouse1_lib1.final_cell_0201,4,ductal,T_cell,single_batch
201,mouse1_lib1.final_cell_0202,3,ductal,ductal,single_batch
202,mouse1_lib1.final_cell_0203,0,endothelial,endothelial,single_batch
203,mouse1_lib1.final_cell_0204,0,endothelial,endothelial,single_batch
204,mouse1_lib1.final_cell_0205,6,delta,gamma,single_batch
205,mouse1_lib1.final_cell_0206,5,beta,beta,single_batch
206,mouse1_lib1.final_cell_0207,2,quiescent_stellate,quiescent_stellate,single_batch
207,mouse1_lib1.final_cell_0208,0,endothelial,endothelial,single_batch
208,mouse1_lib1.final_cell_0209,5,beta,beta,single_batch
209,mouse1_lib1.final_cell_0210,3,ductal,ductal,single_batch
210,mouse1_lib1.final_cell_0211,5,beta,beta,single_batch
211,mouse1_lib1.final_cell_0212,6,delta,gamma,single_batch
212,mouse1_lib1.final_cell_0213,5,beta,beta,single_batch
213,mouse1_lib1.final_cell_0214,5,beta,beta,single_batch
214,mouse1_lib1.final_cell_0215,3,ductal,ductal,single_batch
215,mouse1_lib1.final_cell_0216,5,beta,beta,single_batch
216,mouse1_lib1.final_cell_0217,6,delta,gamma,single_batch
217,mouse1_lib1.final_cell_0218,5,beta,beta,single_batch
218,mouse1_lib1.final_cell_0219,5,beta,beta,single_batch
219,mouse1_lib1.final_cell_0220,7,delta,delta,single_batch
220,mouse1_lib1.final_cell_0221,3,ductal,ductal,single_batch
221,mouse1_lib1.final_cell_0222,2,activated_stellate,quiescent_stellate,single_batch
222,mouse1_lib1.final_cell_0223,5,beta,beta,single_batch
223,mouse1_lib1.final_cell_0224,5,beta,beta,single_batch
224,mouse1_lib1.final_cell_0225,7,delta,delta,single_batch
225,mouse1_lib1.final_cell_0226,6,delta,gamma,single_batch
226,mouse1_lib1.final_cell_0227,3,ductal,ductal,single_batch
227,mouse1_lib1.final_cell_0228,6,gamma,gamma,single_batch
228,mouse1_lib1.final_cell_0229,5,beta,beta,single_batch
229,mouse1_lib1.final_cell_0230,5,beta,beta,single_batch
230,mouse1_lib1.final_cell_0231,6,gamma,gamma,single_batch
231,mouse1_lib1.final_cell_0232,3,ductal,ductal,single_batch
232,mouse1_lib1.final_cell_0233,0,endothelial,endothelial,single_batch
233,mouse1_lib1.final_cell_0234,2,quiescent_stellate,quiescent_stellate,single_batch
234,mouse1_lib1.final_cell_0235,0,endothelial,endothelial,single_batch
235,mouse1_lib1.final_cell_0236,3,ductal,ductal,single_batch
236,mouse1_lib1.final_cell_0237,2,quiescent_stellate,quiescent_stellate,single_batch
237,mouse1_lib1.final_cell_0238,3,ductal,ductal,single_batch
238,mouse1_lib1.final_cell_0239,3,ductal,ductal,single_batch
239,mouse1_lib1.final_cell_0240,5,beta,beta,single_batch
240,mouse1_lib1.final_cell_0241,5,beta,beta,single_batch
241,mouse1_lib1.final_cell_0242,6,delta,gamma,single_batch
242,mouse1_lib1.final_cell_0243,5,beta,beta,single_batch
243,mouse1_lib1.final_cell_0244,3,ductal,ductal,single_batch
244,mouse1_lib1.final_cell_0245,6,delta,gamma,single_batch
245,mouse1_lib1.final_cell_0246,6,delta,gamma,single_batch
246,mouse1_lib1.final_cell_0247,5,beta,beta,single_batch
247,mouse1_lib1.final_cell_0248,5,beta,beta,single_batch
248,mouse1_lib1.final_cell_0249,3,ductal,ductal,single_batch
249,mouse1_lib1.final_cell_0250,3,ductal,ductal,single_batch
250,mouse1_lib1.final_cell_0251,0,endothelial,endothelial,single_batch
251,mouse1_lib1.final_cell_0252,5,beta,beta,single_batch
252,mouse1_lib1.final_cell_0253,2,quiescent_stellate,quiescent_stellate,single_batch
253,mouse1_lib1.final_cell_0254,6,delta,gamma,single_batch
254,mouse1_lib1.final_cell_0255,3,ductal,ductal,single_batch
255,mouse1_lib1.final_cell_0256,3,ductal,ductal,single_batch
256,mouse1_lib1.final_cell_0257,5,beta,beta,single_batch
257,mouse1_lib1.final_cell_0258,4,ductal,T_cell,single_batch
258,mouse1_lib1.final_cell_0259,5,beta,beta,single_batch
259,mouse1_lib1.final_cell_0260,4,ductal,T_cell,single_batch
260,mouse1_lib1.final_cell_0261,4,ductal,T_cell,single_batch
261,mouse1_lib1.final_cell_0262,4,ductal,T_cell,single_batch
262,mouse1_lib1.final_cell_0263,4,B_cell,T_cell,single_batch
263,mouse1_lib1.final_cell_0264,3,ductal,ductal,single_batch
264,mouse1_lib1.final_cell_0265,4,T_cell,T_cell,single_batch
265,mouse1_lib1.final_cell_0266,4,ductal,T_cell,single_batch
266,mouse1_lib1.final_cell_0267,3,ductal,ductal,single_batch
267,mouse1_lib1.final_cell_0268,5,beta,beta,single_batch
268,mouse1_lib1.final_cell_0269,4,ductal,T_cell,single_batch
269,mouse1_lib1.final_cell_0270,5,beta,beta,single_batch
270,mouse1_lib1.final_cell_0271,3,ductal,ductal,single_batch
271,mouse1_lib1.final_cell_0272,3,ductal,ductal,single_batch
272,mouse1_lib1.final_cell_0273,3,ductal,ductal,single_batch
273,mouse1_lib1.final_cell_0274,4,ductal,T_cell,single_batch
274,mouse1_lib1.final_cell_0275,0,endothelial,endothelial,single_batch
275,mouse1_lib1.final_cell_0276,0,endothelial,endothelial,single_batch
276,mouse1_lib1.final_cell_0277,4,ductal,T_cell,single_batch
277,mouse1_lib2.final_cell_0001,5,beta,beta,single_batch
278,mouse1_lib2.final_cell_0002,3,schwann,ductal,single_batch
279,mouse1_lib2.final_cell_0003,7,delta,delta,single_batch
280,mouse1_lib2.final_cell_0004,6,alpha,gamma,single_batch
281,mouse1_lib2.final_cell_0005,5,beta,beta,single_batch
282,mouse1_lib2.final_cell_0006,5,beta,beta,single_batch
283,mouse1_lib2.final_cell_0007,3,ductal,ductal,single_batch
284,mouse1_lib2.final_cell_0008,5,beta,beta,single_batch
285,mouse1_lib2.final_cell_0009,6,alpha,gamma,single_batch
286,mouse1_lib2.final_cell_0010,2,schwann,quiescent_stellate,single_batch
287,mouse1_lib2.final_cell_0011,3,ductal,ductal,single_batch
288,mouse1_lib2.final_cell_0012,3,ductal,ductal,single_batch
289,mouse1_lib2.final_cell_0013,3,ductal,ductal,single_batch
290,mouse1_lib2.final_cell_0014,2,quiescent_stellate,quiescent_stellate,single_batch
291,mouse1_lib2.final_cell_0015,5,beta,beta,single_batch
292,mouse1_lib2.final_cell_0016,3,ductal,ductal,single_batch
293,mouse1_lib2.final_cell_0017,3,ductal,ductal,single_batch
294,mouse1_lib2.final_cell_0018,0,endothelial,endothelial,single_batch
295,mouse1_lib2.final_cell_0019,5,beta,beta,single_batch
296,mouse1_lib2.final_cell_0020,4,ductal,T_cell,single_batch
297,mouse1_lib2.final_cell_0021,3,ductal,ductal,single_batch
298,mouse1_lib2.final_cell_0022,4,ductal,T_cell,single_batch
299,mouse1_lib2.final_cell_0023,4,ductal,T_cell,single_batch
300,mouse1_lib2.final_cell_0024,4,ductal,T_cell,single_batch
301,mouse1_lib2.final_cell_0025,5,beta,beta,single_batch
302,mouse1_lib2.final_cell_0026,3,ductal,ductal,single_batch
303,mouse1_lib2.final_cell_0027,3,ductal,ductal,single_batch
304,mouse1_lib2.final_cell_0028,4,ductal,T_cell,single_batch
305,mouse1_lib2.final_cell_0029,3,ductal,ductal,single_batch
306,mouse1_lib2.final_cell_0030,4,ductal,T_cell,single_batch
307,mouse1_lib2.final_cell_0031,0,endothelial,endothelial,single_batch
308,mouse1_lib2.final_cell_0032,5,beta,beta,single_batch
309,mouse1_lib2.final_cell_0033,5,beta,beta,single_batch
310,mouse1_lib2.final_cell_0034,6,beta,gamma,single_batch
311,mouse1_lib2.final_cell_0035,0,endothelial,endothelial,single_batch
312,mouse1_lib2.final_cell_0036,3,ductal,ductal,single_batch
313,mouse1_lib2.final_cell_0037,5,beta,beta,single_batch
314,mouse1_lib2.final_cell_0038,5,beta,beta,single_batch
315,mouse1_lib2.final_cell_0039,5,beta,beta,single_batch
316,mouse1_lib2.final_cell_0040,3,ductal,ductal,single_batch
317,mouse1_lib2.final_cell_0041,5,beta,beta,single_batch
318,mouse1_lib2.final_cell_0042,5,beta,beta,single_batch
319,mouse1_lib2.final_cell_0043,4,ductal,T_cell,single_batch
320,mouse1_lib2.final_cell_0044,5,beta,beta,single_batch
321,mouse1_lib2.final_cell_0045,3,ductal,ductal,single_batch
322,mouse1_lib2.final_cell_0046,0,endothelial,endothelial,single_batch
323,mouse1_lib2.final_cell_0047,3,ductal,ductal,single_batch
324,mouse1_lib2.final_cell_0048,0,endothelial,endothelial,single_batch
325,mouse1_lib2.final_cell_0049,5,beta,beta,single_batch
326,mouse1_lib2.final_cell_0050,0,endothelial,endothelial,single_batch
327,mouse1_lib2.final_cell_0051,3,ductal,ductal,single_batch
328,mouse1_lib2.final_cell_0052,4,ductal,T_cell,single_batch
329,mouse1_lib2.final_cell_0053,5,beta,beta,single_batch
330,mouse1_lib2.final_cell_0054,3,ductal,ductal,single_batch
331,mouse1_lib2.final_cell_0055,0,endothelial,endothelial,single_batch
332,mouse1_lib2.final_cell_0056,2,endothelial,quiescent_stellate,single_batch
333,mouse1_lib2.final_cell_0057,4,immune_other,T_cell,single_batch
334,mouse1_lib2.final_cell_0058,5,beta,beta,single_batch
335,mouse1_lib2.final_cell_0059,3,ductal,ductal,single_batch
336,mouse1_lib2.final_cell_0060,5,beta,beta,single_batch
337,mouse1_lib2.final_cell_0061,5,beta,beta,single_batch
338,mouse1_lib2.final_cell_0062,5,beta,beta,single_batch
339,mouse1_lib2.final_cell_0063,5,beta,beta,single_batch
340,mouse1_lib2.final_cell_0064,7,delta,delta,single_batch
341,mouse1_lib2.final_cell_0065,5,beta,beta,single_batch
342,mouse1_lib2.final_cell_0066,3,ductal,ductal,single_batch
343,mouse1_lib2.final_cell_0067,5,beta,beta,single_batch
344,mouse1_lib2.final_cell_0068,4,ductal,T_cell,single_batch
345,mouse1_lib2.final_cell_0069,0,endothelial,endothelial,single_batch
346,mouse1_lib2.final_cell_0070,5,beta,beta,single_batch
347,mouse1_lib2.final_cell_0071,3,ductal,ductal,single_batch
348,mouse1_lib2.final_cell_0072,4,ductal,T_cell,single_batch
349,mouse1_lib2.final_cell_0073,5,beta,beta,single_batch
350,mouse1_lib2.final_cell_0074,5,beta,beta,single_batch
351,mouse1_lib2.final_cell_0075,5,beta,beta,single_batch
352,mouse1_lib2.final_cell_0076,5,beta,beta,single_batch
353,mouse1_lib2.final_cell_0077,3,ductal,ductal,single_batch
354,mouse1_lib2.final_cell_0078,0,endothelial,endothelial,single_batch
355,mouse1_lib2.final_cell_0079,1,macrophage,macrophage,single_batch
356,mouse1_lib2.final_cell_0080,5,beta,beta,single_batch
357,mouse1_lib2.final_cell_0081,3,ductal,ductal,single_batch
358,mouse1_lib2.final_cell_0082,5,beta,beta,single_batch
359,mouse1_lib2.final_cell_0083,3,ductal,ductal,single_batch
360,mouse1_lib2.final_cell_0084,5,beta,beta,single_batch
361,mouse1_lib2.final_cell_0085,6,beta,gamma,single_batch
362,mouse1_lib2.final_cell_0086,6,delta,gamma,single_batch
363,mouse1_lib2.final_cell_0087,5,beta,beta,single_batch
364,mouse1_lib2.final_cell_0088,1,macrophage,macrophage,single_batch
365,mouse1_lib2.final_cell_0089,5,beta,beta,single_batch
366,mouse1_lib2.final_cell_0090,5,beta,beta,single_batch
367,mouse1_lib2.final_cell_0091,5,beta,beta,single_batch
368,mouse1_lib2.final_cell_0092,5,beta,beta,single_batch
369,mouse1_lib2.final_cell_0093,2,quiescent_stellate,quiescent_stellate,single_batch
370,mouse1_lib2.final_cell_0094,5,beta,beta,single_batch
371,mouse1_lib2.final_cell_0095,0,endothelial,endothelial,single_batch
372,mouse1_lib2.final_cell_0096,5,beta,beta,single_batch
373,mouse1_lib2.final_cell_0097,5,beta,beta,single_batch
374,mouse1_lib2.final_cell_0098,5,beta,beta,single_batch
375,mouse1_lib2.final_cell_0099,1,macrophage,macrophage,single_batch
376,mouse1_lib2.final_cell_0100,3,ductal,ductal,single_batch
377,mouse1_lib2.final_cell_0101,5,beta,beta,single_batch
378,mouse1_lib2.final_cell_0102,0,endothelial,endothelial,single_batch
379,mouse1_lib2.final_cell_0103,5,beta,beta,single_batch
380,mouse1_lib2.final_cell_0104,5,beta,beta,single_batch
381,mouse1_lib2.final_cell_0105,6,delta,gamma,single_batch
382,mouse1_lib2.final_cell_0106,1,macrophage,macrophage,single_batch
383,mouse1_lib2.final_cell_0107,3,ductal,ductal,single_batch
384,mouse1_lib2.final_cell_0108,5,beta,beta,single_batch
385,mouse1_lib2.final_cell_0109,5,beta,beta,single_batch
386,mouse1_lib2.final_cell_0110,4,ductal,T_cell,single_batch
387,mouse1_lib2.final_cell_0111,5,beta,beta,single_batch
388,mouse1_lib2.final_cell_0112,5,beta,beta,single_batch
389,mouse1_lib2.final_cell_0113,7,delta,delta,single_batch
390,mouse1_lib2.final_cell_0114,2,quiescent_stellate,quiescent_stellate,single_batch
391,mouse1_lib2.final_cell_0115,5,beta,beta,single_batch
392,mouse1_lib2.final_cell_0116,5,beta,beta,single_batch
393,mouse1_lib2.final_cell_0117,3,ductal,ductal,single_batch
394,mouse1_lib2.final_cell_0118,5,beta,beta,single_batch
395,mouse1_lib2.final_cell_0119,0,endothelial,endothelial,single_batch
396,mouse1_lib2.final_cell_0120,5,beta,beta,single_batch
397,mouse1_lib2.final_cell_0121,6,delta,gamma,single_batch
398,mouse1_lib2.final_cell_0122,5,beta,beta,single_batch
399,mouse1_lib2.final_cell_0123,7,delta,delta,single_batch
400,mouse1_lib2.final_cell_0124,0,endothelial,endothelial,single_batch
401,mouse1_lib2.final_cell_0125,5,beta,beta,single_batch
402,mouse1_lib2.final_cell_0126,5,beta,beta,single_batch
403,mouse1_lib2.final_cell_0127,4,ductal,T_cell,single_batch
404,mouse1_lib2.final_cell_0128,7,gamma,delta,single_batch
405,mouse1_lib2.final_cell_0129,6,gamma,gamma,single_batch
406,mouse1_lib2.final_cell_0130,3,ductal,ductal,single_batch
407,mouse1_lib2.final_cell_0131,6,beta,gamma,single_batch
408,mouse1_lib2.final_cell_0132,0,endothelial,endothelial,single_batch
409,mouse1_lib2.final_cell_0133,5,beta,beta,single_batch
410,mouse1_lib2.final_cell_0134,5,beta,beta,single_batch
