source_kind,group,rank,gene
predicted_cluster,12,2,IAPP
predicted_cluster,12,3,HADH
predicted_cluster,12,4,ADCYAP1
predicted_cluster,12,5,PCSK1
predicted_cluster,12,6,UCHL1
predicted_cluster,12,7,IGF2
predicted_cluster,12,8,GNAS
predicted_cluster,12,9,GAD2
predicted_cluster,12,10,RPL3
predicted_cluster,12,11,ERO1B
predicted_cluster,12,12,CPE
predicted_cluster,12,13,C1QL1
predicted_cluster,12,14,EEF1A2
predicted_cluster,12,15,PEMT
predicted_cluster,12,16,SCGN
predicted_cluster,12,17,DLK1
predicted_cluster,12,18,ABCC8
predicted_cluster,12,19,PPP1R1A
predicted_cluster,12,20,PAPSS2
predicted_cluster,12,21,STX1A
predicted_cluster,12,22,GSN
predicted_cluster,12,23,MAFA
predicted_cluster,12,24,CDKN1C
predicted_cluster,12,25,NLRP1
predicted_cluster,12,26,SLC30A8
predicted_cluster,12,27,G6PC2
predicted_cluster,12,28,MEG3
predicted_cluster,12,29,TMOD1
predicted_cluster,12,30,NKX6-1
predicted_cluster,12,31,ELMO1
predicted_cluster,12,32,RASD1
predicted_cluster,12,33,TIMP2
predicted_cluster,12,34,HOPX
predicted_cluster,12,35,DNAJC12
predicted_cluster,12,36,NPTX2
predicted_cluster,12,37,TSC22D1
predicted_cluster,12,38,SLC6A6
predicted_cluster,12,39,PAM
predicted_cluster,12,40,EIF4A2
predicted_cluster,12,41,PTPRN
predicted_cluster,12,42,SORL1
predicted_cluster,12,43,PLCXD3
predicted_cluster,12,44,SYT7
predicted_cluster,12,45,PDX1
predicted_cluster,12,46,FXYD2
predicted_cluster,12,47,CADM1
predicted_cluster,12,48,SYT13
predicted_cluster,12,49,MXRA7
predicted_cluster,12,50,TSPAN13
predicted_cluster,12,51,PEBP1
predicted_cluster,12,52,RPL24
predicted_cluster,12,53,SURF4
predicted_cluster,12,54,PAX6
predicted_cluster,12,55,SCG3
predicted_cluster,12,56,RPS4X
predicted_cluster,12,57,TTC3
predicted_cluster,12,58,TSPAN1
predicted_cluster,12,59,SEC11C
predicted_cluster,12,60,PARM1
predicted_cluster,12,61,TOMM7
predicted_cluster,12,62,RBP4
predicted_cluster,12,63,MSI2
predicted_cluster,12,64,SNRPN
predicted_cluster,12,65,PFN2
predicted_cluster,12,66,HSP90B1
predicted_cluster,12,67,TPD52
predicted_cluster,12,68,CHGA
predicted_cluster,12,69,SCG2
predicted_cluster,12,70,INSM1
predicted_cluster,12,71,C1orf127
predicted_cluster,12,72,C2CD4A
predicted_cluster,12,73,DNAJB9
predicted_cluster,12,74,GAPDH
predicted_cluster,12,75,NEUROD1
predicted_cluster,12,76,FBXO7
predicted_cluster,12,77,VEGFA
predicted_cluster,12,78,ENDOD1
predicted_cluster,12,79,UCN3
predicted_cluster,12,80,SLC2A13
predicted_cluster,12,81,WLS
predicted_cluster,12,82,RAB3B
predicted_cluster,12,83,VAT1L
predicted_cluster,12,84,PCP4
predicted_cluster,12,85,YWHAQ
predicted_cluster,12,86,RGS16
predicted_cluster,12,87,SCD
predicted_cluster,12,88,SYNGR4
predicted_cluster,12,89,RPL17
predicted_cluster,12,90,PFKFB2
predicted_cluster,12,91,ATP6V1G1
predicted_cluster,12,92,TMED3
predicted_cluster,12,93,CPD
predicted_cluster,12,94,NUCB2
predicted_cluster,12,95,DHRS2
predicted_cluster,12,96,PARVB
predicted_cluster,12,97,VAMP2
predicted_cluster,12,98,MYO1D
predicted_cluster,12,99,RPH3AL
predicted_cluster,12,100,BEX1
predicted_cluster,13,1,C11orf96
predicted_cluster,13,2,IGFBP4
predicted_cluster,13,3,IFITM2
predicted_cluster,13,4,IFITM3
predicted_cluster,13,5,EPAS1
predicted_cluster,13,6,PDGFRB
predicted_cluster,13,7,IGFBP7
predicted_cluster,13,8,IL24
predicted_cluster,13,9,COL6A2
predicted_cluster,13,10,KLF9
predicted_cluster,13,11,COL3A1
predicted_cluster,13,12,COL18A1
predicted_cluster,13,13,BGN
predicted_cluster,13,14,COL4A1
predicted_cluster,13,15,COL6A1
predicted_cluster,13,16,ADAMTS4
predicted_cluster,13,17,EDNRB
predicted_cluster,13,18,NDUFA4L2
predicted_cluster,13,19,ADCY3
predicted_cluster,13,20,SPARC
predicted_cluster,13,21,IFITM1
predicted_cluster,13,22,CEBPB
predicted_cluster,13,23,CRISPLD2
predicted_cluster,13,24,SERPINH1
predicted_cluster,13,25,KCNE4
predicted_cluster,13,26,PTMA
predicted_cluster,13,27,EDNRA
predicted_cluster,13,28,GAPDH
predicted_cluster,13,29,NOTCH3
predicted_cluster,13,30,RGS5
predicted_cluster,13,31,CYGB
predicted_cluster,13,32,ENG
predicted_cluster,13,33,CALD1
predicted_cluster,13,34,MAPKAPK2
predicted_cluster,13,35,CD59
predicted_cluster,13,36,RAB31
predicted_cluster,13,37,CTSL
predicted_cluster,13,38,SMIM3
predicted_cluster,13,39,FTH1
predicted_cluster,13,40,HIF1A
predicted_cluster,13,41,IL1R1
predicted_cluster,13,42,MYH9
predicted_cluster,13,43,ADIRF
predicted_cluster,13,44,H3F3B
predicted_cluster,13,45,ID3
predicted_cluster,13,46,GJA4
predicted_cluster,13,47,SELM
predicted_cluster,13,48,COL1A2
predicted_cluster,13,49,TIMP1
predicted_cluster,13,50,PRDX1
predicted_cluster,13,51,LGALS1
predicted_cluster,13,52,TBX3
predicted_cluster,13,53,TFPI
predicted_cluster,13,54,ITGA1
predicted_cluster,13,55,LDHA
predicted_cluster,13,56,LDHB
predicted_cluster,13,57,PHLDA1
predicted_cluster,13,58,IER3
predicted_cluster,13,59,WNT5A
predicted_cluster,13,60,BST2
predicted_cluster,13,61,RHOQ
predicted_cluster,13,62,MARCKS
predicted_cluster,13,63,COL5A3
predicted_cluster,13,64,LIF
predicted_cluster,13,65,LITAF
predicted_cluster,13,66,PAG1
predicted_cluster,13,67,ADAMTS1
predicted_cluster,13,68,CSRP2
predicted_cluster,13,69,ITGB1
predicted_cluster,13,70,AP2M1
predicted_cluster,13,71,PLIN2
predicted_cluster,13,72,COL1A1
predicted_cluster,13,73,CTSD
predicted_cluster,13,74,YBX3
predicted_cluster,13,75,TUBB
predicted_cluster,13,76,CNN3
predicted_cluster,13,77,SLC38A2
predicted_cluster,13,78,TPI1
predicted_cluster,13,79,MSN
predicted_cluster,13,80,TGFBI
predicted_cluster,13,81,SLC2A3
predicted_cluster,13,82,LAMC1
predicted_cluster,13,83,CHSY1
predicted_cluster,13,84,CSNK1E
predicted_cluster,13,85,ZFP36L1
predicted_cluster,13,86,RPS16
predicted_cluster,13,87,CD248
predicted_cluster,13,88,TUBB4B
predicted_cluster,13,89,GSTO1
predicted_cluster,13,90,NR2F2
predicted_cluster,13,91,GPR4
predicted_cluster,13,92,RBMS1
predicted_cluster,13,93,MYL9
predicted_cluster,13,94,ANGPTL4
predicted_cluster,13,95,VIM
predicted_cluster,13,96,COL15A1
predicted_cluster,13,97,HEYL
predicted_cluster,13,98,DDX5
predicted_cluster,13,99,PROCR
predicted_cluster,13,100,MFGE8
predicted_cluster,14,1,RGS5
predicted_cluster,14,2,CYGB
predicted_cluster,14,3,FMOD
predicted_cluster,14,4,BGN
predicted_cluster,14,5,COL18A1
predicted_cluster,14,6,ITGA1
predicted_cluster,14,7,NOTCH3
predicted_cluster,14,8,MFGE8
predicted_cluster,14,9,ADCY3
predicted_cluster,14,10,IGFBP7
predicted_cluster,14,11,COL3A1
predicted_cluster,14,12,AKR1B1
predicted_cluster,14,13,COL1A2
predicted_cluster,14,14,EMILIN1
predicted_cluster,14,15,C11orf96
predicted_cluster,14,16,PDGFRB
predicted_cluster,14,17,FN1
predicted_cluster,14,18,COL1A1
predicted_cluster,14,19,SPARC
predicted_cluster,14,20,CALD1
predicted_cluster,14,21,KCNE4
predicted_cluster,14,22,IGFBP4
predicted_cluster,14,23,FLNA
predicted_cluster,14,24,COL6A1
predicted_cluster,14,25,COL4A1
predicted_cluster,14,26,COL6A2
predicted_cluster,14,27,PXDN
predicted_cluster,14,28,SERPINH1
predicted_cluster,14,29,CEBPB
predicted_cluster,14,30,RAB31
predicted_cluster,14,31,ENG
predicted_cluster,14,32,PLXDC1
predicted_cluster,14,33,CTSD
predicted_cluster,14,34,MMP14
predicted_cluster,14,35,DKK3
predicted_cluster,14,36,CD248
predicted_cluster,14,37,PFN1
predicted_cluster,14,38,PTMS
predicted_cluster,14,39,SPON2
predicted_cluster,14,40,LGALS1
predicted_cluster,14,41,NDUFA4L2
predicted_cluster,14,42,CTSB
predicted_cluster,14,43,MYL9
predicted_cluster,14,44,EHD2
predicted_cluster,14,45,TIMP1
predicted_cluster,14,46,SMIM3
predicted_cluster,14,47,IFITM1
predicted_cluster,14,48,PLXND1
predicted_cluster,14,49,JUNB
predicted_cluster,14,50,IFITM2
predicted_cluster,14,51,PTP4A3
predicted_cluster,14,52,EPAS1
predicted_cluster,14,53,BHLHE40
predicted_cluster,14,54,MYH9
predicted_cluster,14,55,CRTAP
predicted_cluster,14,56,MYLK
predicted_cluster,14,57,HEYL
predicted_cluster,14,58,CAV1
predicted_cluster,14,59,PAG1
predicted_cluster,14,60,PLAT
predicted_cluster,14,61,PHLDA1
predicted_cluster,14,62,ADGRA2
predicted_cluster,14,63,LAMC1
predicted_cluster,14,64,COL5A2
predicted_cluster,14,65,TBX3
predicted_cluster,14,66,AEBP1
predicted_cluster,14,67,CSNK1E
predicted_cluster,14,68,HIC1
predicted_cluster,14,69,ANGPTL2
predicted_cluster,14,70,IFITM3
predicted_cluster,14,71,PDGFA
predicted_cluster,14,72,COL15A1
predicted_cluster,14,73,BST2
predicted_cluster,14,74,IGFBP5
predicted_cluster,14,75,HLA-B
predicted_cluster,14,76,FKBP10
predicted_cluster,14,77,KLF9
predicted_cluster,14,78,PSAP
predicted_cluster,14,79,HK1
predicted_cluster,14,80,NCK2
predicted_cluster,14,81,ANO6
predicted_cluster,14,82,VIM
predicted_cluster,14,83,CSPG4
predicted_cluster,14,84,MIR4435-2HG
predicted_cluster,14,85,TNS3
predicted_cluster,14,86,C1S
predicted_cluster,14,87,PAMR1
predicted_cluster,14,88,PKM
predicted_cluster,14,89,MMP11
predicted_cluster,14,90,LHFP
predicted_cluster,14,91,A2M
predicted_cluster,14,92,HTRA3
predicted_cluster,14,93,CDH6
predicted_cluster,14,94,UNC5B
predicted_cluster,14,95,CYTH3
predicted_cluster,14,96,MAPKAPK2
predicted_cluster,14,97,LAMA5
predicted_cluster,14,98,COL5A3
predicted_cluster,14,99,DDIT4
predicted_cluster,14,100,COL5A1
predicted_cluster,15,1,C11orf96
predicted_cluster,15,2,COL6A2
predicted_cluster,15,3,BGN
predicted_cluster,15,4,IGFBP4
predicted_cluster,15,5,COL6A1
predicted_cluster,15,6,PDGFRB
predicted_cluster,15,7,CEBPB
predicted_cluster,15,8,COL1A1
predicted_cluster,15,9,COL3A1
predicted_cluster,15,10,SPARC
predicted_cluster,15,11,COL1A2
predicted_cluster,15,12,RPLP1
predicted_cluster,15,13,TIMP1
predicted_cluster,15,14,ENG
predicted_cluster,15,15,IFITM2
predicted_cluster,15,16,SMIM3
predicted_cluster,15,17,SERPINH1
predicted_cluster,15,18,VIM
predicted_cluster,15,19,LGALS1
predicted_cluster,15,20,CALD1
predicted_cluster,15,21,IGFBP7
predicted_cluster,15,22,KCNE4
predicted_cluster,15,23,AEBP1
predicted_cluster,15,24,NOTCH3
predicted_cluster,15,25,MFGE8
predicted_cluster,15,26,IFITM3
predicted_cluster,15,27,COL18A1
predicted_cluster,15,28,CYGB
predicted_cluster,15,29,RPS7
predicted_cluster,15,30,AP2M1
predicted_cluster,15,31,NACA
predicted_cluster,15,32,IER3
predicted_cluster,15,33,LMO4
predicted_cluster,15,34,RPS16
predicted_cluster,15,35,PLIN2
predicted_cluster,15,36,RPS23
predicted_cluster,15,37,CAPZB
predicted_cluster,15,38,PTMA
predicted_cluster,15,39,EVA1B
predicted_cluster,15,40,ANGPTL2
predicted_cluster,15,41,RAB31
predicted_cluster,15,42,ADAMTS4
predicted_cluster,15,43,TMSB10
predicted_cluster,15,44,MIR4435-2HG
predicted_cluster,15,45,MYL9
predicted_cluster,15,46,ID3
predicted_cluster,15,47,RPL19
predicted_cluster,15,48,NDUFA4L2
predicted_cluster,15,49,PRDX1
predicted_cluster,15,50,IFITM1
predicted_cluster,15,51,RPS29
predicted_cluster,15,52,COL5A2
predicted_cluster,15,53,RAB34
predicted_cluster,15,54,PFN1
predicted_cluster,15,55,MYH9
predicted_cluster,15,56,ITGA1
predicted_cluster,15,57,PXDN
predicted_cluster,15,58,ACTN1
predicted_cluster,15,59,RPLP2
predicted_cluster,15,60,RPL23
predicted_cluster,15,61,ETS1
predicted_cluster,15,62,DDIT4
predicted_cluster,15,63,FMOD
predicted_cluster,15,64,KLF9
predicted_cluster,15,65,FLNA
predicted_cluster,15,66,RPS18
predicted_cluster,15,67,NBL1
predicted_cluster,15,68,PSMA7
predicted_cluster,15,69,MMP14
predicted_cluster,15,70,UBB
predicted_cluster,15,71,ARPC2
predicted_cluster,15,72,COL4A1
predicted_cluster,15,73,MAPKAPK2
predicted_cluster,15,74,RPS28
predicted_cluster,15,75,RPL13
predicted_cluster,15,76,TPM2
predicted_cluster,15,77,SQSTM1
predicted_cluster,15,78,FKBP10
predicted_cluster,15,79,PLAT
predicted_cluster,15,80,PHLDA1
predicted_cluster,15,81,MT2A
predicted_cluster,15,82,TGFBI
predicted_cluster,15,83,AKR1B1
predicted_cluster,15,84,CRISPLD2
predicted_cluster,15,85,LIMS1
predicted_cluster,15,86,YBX1
predicted_cluster,15,87,COX6B1
predicted_cluster,15,88,RPL13A
predicted_cluster,15,89,ERH
predicted_cluster,15,90,PTRF
