source_kind,group,rank,gene
ground_truth,acinar,57,RPL35A
ground_truth,acinar,58,YBX3
ground_truth,acinar,59,RPL12
ground_truth,acinar,60,RPL14
ground_truth,acinar,61,KRT18
ground_truth,acinar,62,PLTP
ground_truth,acinar,63,RPL13A
ground_truth,acinar,64,RPL8
ground_truth,acinar,65,GNB2L1
ground_truth,acinar,66,REG3G
ground_truth,acinar,67,RPL36
ground_truth,acinar,68,RPS6
ground_truth,acinar,69,GDF15
ground_truth,acinar,70,RPS9
ground_truth,acinar,71,SLC25A37
ground_truth,acinar,72,GATM
ground_truth,acinar,73,RPL36A
ground_truth,acinar,74,RPL7A
ground_truth,acinar,75,ZFP36L1
ground_truth,acinar,76,TMSB4X
ground_truth,acinar,77,TM4SF1
ground_truth,acinar,78,CEL
ground_truth,acinar,79,TKT
ground_truth,acinar,80,RPS14
ground_truth,acinar,81,RPL32
ground_truth,acinar,82,RPS19
ground_truth,acinar,83,PDIA2
ground_truth,acinar,84,ALDOB
ground_truth,acinar,85,KRT8
ground_truth,acinar,86,AKR1C3
ground_truth,acinar,87,AGTRAP
ground_truth,acinar,88,RPS8
ground_truth,acinar,89,MT2A
ground_truth,acinar,90,IMPDH2
ground_truth,acinar,91,NUPR1
ground_truth,acinar,92,RPS4Y1
ground_truth,acinar,93,RPS17
ground_truth,acinar,94,SDC4
ground_truth,acinar,95,RPL41
ground_truth,acinar,96,PABPC4
ground_truth,acinar,97,RPS16
ground_truth,acinar,98,RPS26
ground_truth,acinar,99,TUBA1C
ground_truth,acinar,100,AMY2A
ground_truth,activated_stellate,1,COL6A2
ground_truth,activated_stellate,2,COL6A1
ground_truth,activated_stellate,3,BGN
ground_truth,activated_stellate,4,MMP14
ground_truth,activated_stellate,5,COL1A1
ground_truth,activated_stellate,6,TIMP1
ground_truth,activated_stellate,7,COL6A3
ground_truth,activated_stellate,8,SPARC
ground_truth,activated_stellate,9,PDGFRB
ground_truth,activated_stellate,10,C11orf96
ground_truth,activated_stellate,11,SERPINH1
ground_truth,activated_stellate,12,COL1A2
ground_truth,activated_stellate,13,IGFBP4
ground_truth,activated_stellate,14,IGFBP7
ground_truth,activated_stellate,15,AEBP1
ground_truth,activated_stellate,16,LGALS1
ground_truth,activated_stellate,17,CALD1
ground_truth,activated_stellate,18,COL3A1
ground_truth,activated_stellate,19,MMP2
ground_truth,activated_stellate,20,FKBP10
ground_truth,activated_stellate,21,EMILIN1
ground_truth,activated_stellate,22,PXDN
ground_truth,activated_stellate,23,SFRP2
ground_truth,activated_stellate,24,CRLF1
ground_truth,activated_stellate,25,SERPINE1
ground_truth,activated_stellate,26,CYGB
ground_truth,activated_stellate,27,MYH9
ground_truth,activated_stellate,28,CEBPB
ground_truth,activated_stellate,29,INHBA
ground_truth,activated_stellate,30,VIM
ground_truth,activated_stellate,31,COL15A1
ground_truth,activated_stellate,32,NBL1
ground_truth,activated_stellate,33,COL18A1
ground_truth,activated_stellate,34,COL5A1
ground_truth,activated_stellate,35,LRP1
ground_truth,activated_stellate,36,VCAN
ground_truth,activated_stellate,37,TIMP3
ground_truth,activated_stellate,38,MFGE8
ground_truth,activated_stellate,39,FN1
ground_truth,activated_stellate,40,FLNA
ground_truth,activated_stellate,41,COL4A1
ground_truth,activated_stellate,42,PLIN2
ground_truth,activated_stellate,43,ENG
ground_truth,activated_stellate,44,THBS2
ground_truth,activated_stellate,45,FSTL1
ground_truth,activated_stellate,46,IFITM2
ground_truth,activated_stellate,47,LOXL2
ground_truth,activated_stellate,48,UNC5B
ground_truth,activated_stellate,49,FMOD
ground_truth,activated_stellate,50,IER3
ground_truth,activated_stellate,51,ITGA5
ground_truth,activated_stellate,52,PRRX1
ground_truth,activated_stellate,53,NOTCH3
ground_truth,activated_stellate,54,C1S
ground_truth,activated_stellate,55,CRISPLD2
ground_truth,activated_stellate,56,SMIM3
ground_truth,activated_stellate,57,CALU
ground_truth,activated_stellate,58,TMSB10
ground_truth,activated_stellate,59,SPON2
ground_truth,activated_stellate,60,PMEPA1
ground_truth,activated_stellate,61,SPHK1
ground_truth,activated_stellate,62,RUNX1
ground_truth,activated_stellate,63,ACTN1
ground_truth,activated_stellate,64,CRTAP
ground_truth,activated_stellate,65,COL5A2
ground_truth,activated_stellate,66,SERPING1
ground_truth,activated_stellate,67,COL5A3
ground_truth,activated_stellate,68,TPM2
ground_truth,activated_stellate,69,ITGB1
ground_truth,activated_stellate,70,EVA1B
ground_truth,activated_stellate,71,IFITM3
ground_truth,activated_stellate,72,AP2M1
ground_truth,activated_stellate,73,BASP1
ground_truth,activated_stellate,74,TBX3
ground_truth,activated_stellate,75,VSTM4
ground_truth,activated_stellate,76,CTHRC1
ground_truth,activated_stellate,77,LAMC3
ground_truth,activated_stellate,78,LIMS1
ground_truth,activated_stellate,79,IL11
ground_truth,activated_stellate,80,SELM
ground_truth,activated_stellate,81,DDR2
ground_truth,activated_stellate,82,ADAMTS12
ground_truth,activated_stellate,83,MPZL1
ground_truth,activated_stellate,84,SNX9
ground_truth,activated_stellate,85,IFITM1
ground_truth,activated_stellate,86,DCN
ground_truth,activated_stellate,87,RAB34
ground_truth,activated_stellate,88,CTSC
ground_truth,activated_stellate,89,CKAP4
ground_truth,activated_stellate,90,LAMC1
ground_truth,activated_stellate,91,TGFB3
ground_truth,activated_stellate,92,KLF9
ground_truth,activated_stellate,93,EMP1
ground_truth,activated_stellate,94,CYP1B1
ground_truth,activated_stellate,95,ITGA1
ground_truth,activated_stellate,96,IGFBP5
ground_truth,activated_stellate,97,TGFBI
ground_truth,activated_stellate,98,LTBP1
ground_truth,activated_stellate,99,LIF
ground_truth,activated_stellate,100,PLAT
ground_truth,alpha,1,TTR
ground_truth,alpha,2,GCG
ground_truth,alpha,3,CLU
ground_truth,alpha,4,TMEM176B
ground_truth,alpha,5,GPX3
ground_truth,alpha,6,GC
ground_truth,alpha,7,PCSK2
ground_truth,alpha,8,TMEM176A
ground_truth,alpha,9,IRX2
ground_truth,alpha,10,VGF
ground_truth,alpha,11,CD99
ground_truth,alpha,12,TM4SF4
ground_truth,alpha,13,RNASEK
ground_truth,alpha,14,ALDH1A1
ground_truth,alpha,15,SLC7A2
ground_truth,alpha,16,SCG5
ground_truth,alpha,17,CYSTM1
ground_truth,alpha,18,CST3
ground_truth,alpha,19,CHGA
ground_truth,alpha,20,SPINT2
ground_truth,alpha,21,RGS4
ground_truth,alpha,22,PCSK1N
ground_truth,alpha,23,CHGB
ground_truth,alpha,24,MUC13
ground_truth,alpha,25,EMC10
ground_truth,alpha,26,HLA-A
ground_truth,alpha,27,PLD3
ground_truth,alpha,28,F10
ground_truth,alpha,29,FEV
ground_truth,alpha,30,FXYD5
ground_truth,alpha,31,GLS
ground_truth,alpha,32,B2M
ground_truth,alpha,33,ATP5E
ground_truth,alpha,34,PDK4
ground_truth,alpha,35,SERPINA1
ground_truth,alpha,36,SLC22A17
ground_truth,alpha,37,BSG
ground_truth,alpha,38,IGFBP2
ground_truth,alpha,39,MALAT1
ground_truth,alpha,40,SMOC1
ground_truth,alpha,41,PALLD
ground_truth,alpha,42,KIAA1324
ground_truth,alpha,43,SCG2
ground_truth,alpha,44,PEMT
ground_truth,alpha,45,SMIM24
ground_truth,alpha,46,COX8A
ground_truth,alpha,47,NENF
ground_truth,alpha,48,CD63
ground_truth,alpha,49,PAPPA2
ground_truth,alpha,50,CRYBA2
ground_truth,alpha,51,HLA-E
ground_truth,alpha,52,SEZ6L2
ground_truth,alpha,53,COTL1
ground_truth,alpha,54,VSTM2L
ground_truth,alpha,55,KCTD12
ground_truth,alpha,56,CALY
ground_truth,alpha,57,NUCB1
ground_truth,alpha,58,MAFB
ground_truth,alpha,59,CTSZ
ground_truth,alpha,60,FXYD3
ground_truth,alpha,61,ARX
ground_truth,alpha,62,ELL2
ground_truth,alpha,63,ERP29
ground_truth,alpha,64,LRPAP1
ground_truth,alpha,65,GNG4
ground_truth,alpha,66,CAMK2G
ground_truth,alpha,67,IDS
ground_truth,alpha,68,C2CD4B
ground_truth,alpha,69,CD82
ground_truth,alpha,70,LOXL4
ground_truth,alpha,71,TUSC3
ground_truth,alpha,72,PTP4A3
ground_truth,alpha,73,APLP1
ground_truth,alpha,74,RHBDD2
ground_truth,alpha,75,FXYD6
ground_truth,alpha,76,RHOB
ground_truth,alpha,77,SSR4
ground_truth,alpha,78,CBX6
ground_truth,alpha,79,NAA20
ground_truth,alpha,80,PAM
ground_truth,alpha,81,HIGD1A
ground_truth,alpha,82,QDPR
ground_truth,alpha,83,MYL6
ground_truth,alpha,84,H1FX
ground_truth,alpha,85,UBB
ground_truth,alpha,86,PTPRN
ground_truth,alpha,87,CDK5R2
ground_truth,alpha,88,HINT1
ground_truth,alpha,89,GRN
ground_truth,alpha,90,CPLX2
ground_truth,alpha,91,RAB3B
ground_truth,alpha,92,ZFP36
ground_truth,alpha,93,PTPRN2
ground_truth,alpha,94,OAZ1
ground_truth,alpha,95,PAX6
ground_truth,alpha,96,ITM2B
ground_truth,alpha,97,PLIN3
ground_truth,alpha,98,FABP5
ground_truth,alpha,99,SLC29A4
ground_truth,alpha,100,NPC2
ground_truth,beta,1,INS
ground_truth,beta,2,IAPP
ground_truth,beta,3,HADH
ground_truth,beta,4,ADCYAP1
ground_truth,beta,5,PCSK1
ground_truth,beta,6,UCHL1
ground_truth,beta,7,IGF2
ground_truth,beta,8,RPL3
ground_truth,beta,9,GNAS
ground_truth,beta,10,GAD2
ground_truth,beta,11,ERO1B
ground_truth,beta,12,CPE
ground_truth,beta,13,EEF1A2
ground_truth,beta,14,C1QL1
ground_truth,beta,15,SCGN
ground_truth,beta,16,PEMT
ground_truth,beta,17,DLK1
ground_truth,beta,18,ABCC8
ground_truth,beta,19,PPP1R1A
ground_truth,beta,20,PAPSS2
ground_truth,beta,21,STX1A
ground_truth,beta,22,GSN
ground_truth,beta,23,MAFA
ground_truth,beta,24,CDKN1C
ground_truth,beta,25,NLRP1
ground_truth,beta,26,SLC30A8
ground_truth,beta,27,G6PC2
ground_truth,beta,28,TMOD1
ground_truth,beta,29,MEG3
ground_truth,beta,30,RASD1
ground_truth,beta,31,NKX6-1
ground_truth,beta,32,ELMO1
ground_truth,beta,33,TIMP2
ground_truth,beta,34,DNAJC12
ground_truth,beta,35,HOPX
ground_truth,beta,36,TSC22D1
ground_truth,beta,37,SLC6A6
ground_truth,beta,38,NPTX2
ground_truth,beta,39,PTPRN
ground_truth,beta,40,EIF4A2
ground_truth,beta,41,SORL1
ground_truth,beta,42,PAM
ground_truth,beta,43,SYT7
ground_truth,beta,44,PDX1
ground_truth,beta,45,PLCXD3
ground_truth,beta,46,CADM1
ground_truth,beta,47,FXYD2
ground_truth,beta,48,SYT13
ground_truth,beta,49,MXRA7
ground_truth,beta,50,TSPAN13
ground_truth,beta,51,RPL24
ground_truth,beta,52,PEBP1
ground_truth,beta,53,PAX6
ground_truth,beta,54,SURF4
ground_truth,beta,55,SCG3
ground_truth,beta,56,RPS4X
ground_truth,beta,57,SEC11C
ground_truth,beta,58,TTC3
ground_truth,beta,59,TSPAN1
ground_truth,beta,60,RBP4
ground_truth,beta,61,PARM1
ground_truth,beta,62,TOMM7
ground_truth,beta,63,MSI2
ground_truth,beta,64,SNRPN
ground_truth,beta,65,PFN2
ground_truth,beta,66,CHGA
ground_truth,beta,67,C1orf127
ground_truth,beta,68,INSM1
ground_truth,beta,69,TPD52
ground_truth,beta,70,HSP90B1
ground_truth,beta,71,DNAJB9
ground_truth,beta,72,SCG2
ground_truth,beta,73,C2CD4A
ground_truth,beta,74,GAPDH
ground_truth,beta,75,NEUROD1
ground_truth,beta,76,FBXO7
ground_truth,beta,77,VEGFA
ground_truth,beta,78,SLC2A13
ground_truth,beta,79,ENDOD1
ground_truth,beta,80,RAB3B
ground_truth,beta,81,YWHAQ
ground_truth,beta,82,WLS
ground_truth,beta,83,UCN3
ground_truth,beta,84,VAT1L
ground_truth,beta,85,PCP4
ground_truth,beta,86,RGS16
ground_truth,beta,87,RPL17
ground_truth,beta,88,SCD
ground_truth,beta,89,SYNGR4
ground_truth,beta,90,ATP6V1G1
ground_truth,beta,91,PFKFB2
ground_truth,beta,92,NUCB2
ground_truth,beta,93,CPD
ground_truth,beta,94,DHRS2
ground_truth,beta,95,PARVB
ground_truth,beta,96,BEX1
ground_truth,beta,97,TMED3
ground_truth,beta,98,GNG4
ground_truth,beta,99,VAMP2
ground_truth,beta,100,MYO1D
ground_truth,delta,1,SST
ground_truth,delta,2,RBP4
ground_truth,delta,3,SEC11C
ground_truth,delta,4,NLRP1
ground_truth,delta,5,PCSK1
ground_truth,delta,6,LEPR
ground_truth,delta,7,PCP4
ground_truth,delta,8,DHRS2
ground_truth,delta,9,AQP3
ground_truth,delta,10,IDS
ground_truth,delta,11,CHGB
ground_truth,delta,12,RGS2
ground_truth,delta,13,MAP1B
ground_truth,delta,14,BEX1
ground_truth,delta,15,ARFGEF3
ground_truth,delta,16,LY6H
ground_truth,delta,17,GCH1
ground_truth,delta,18,SERPINA1
ground_truth,delta,19,GABRB3
ground_truth,delta,20,BAIAP3
ground_truth,delta,21,QDPR
ground_truth,delta,22,MIR7-3HG
ground_truth,delta,23,DPYSL3
ground_truth,delta,24,GPX3
ground_truth,delta,25,UCHL1
ground_truth,delta,26,CPE
ground_truth,delta,27,HHEX
ground_truth,delta,28,SORL1
ground_truth,delta,29,CADM1
ground_truth,delta,30,ISL1
ground_truth,delta,31,EDN3
ground_truth,delta,32,MDK
ground_truth,delta,33,PDLIM4
ground_truth,delta,34,PARVB
ground_truth,delta,35,PTPRN
ground_truth,delta,36,SNAP25
ground_truth,delta,37,PEG10
ground_truth,delta,38,PAPPA2
ground_truth,delta,39,SVIP
ground_truth,delta,40,SMOC1
ground_truth,delta,41,PKIB
ground_truth,delta,42,UCP2
ground_truth,delta,43,PAK3
ground_truth,delta,44,TMOD1
ground_truth,delta,45,FXYD6
ground_truth,delta,46,PCSK1N
ground_truth,delta,47,GAD2
ground_truth,delta,48,UNC5B
ground_truth,delta,49,PLD3
ground_truth,delta,50,TPD52
ground_truth,delta,51,SCGN
ground_truth,delta,52,VWA5A
ground_truth,delta,53,SARAF
ground_truth,delta,54,EGR1
ground_truth,delta,55,SYT4
ground_truth,delta,56,INSM1
ground_truth,delta,57,SSTR1
ground_truth,delta,58,PSIP1
ground_truth,delta,59,MEST
ground_truth,delta,60,FGF14
ground_truth,delta,61,SLC7A5
ground_truth,delta,62,ITM2C
ground_truth,delta,63,CBLN4
ground_truth,delta,64,PRKACB
ground_truth,delta,65,DIRAS3
ground_truth,delta,66,CALY
ground_truth,delta,67,AHI1
ground_truth,delta,68,BMP5
ground_truth,delta,69,SLC22A17
ground_truth,delta,70,NUDT4
ground_truth,delta,71,BCHE
ground_truth,delta,72,CELF4
ground_truth,delta,73,CNIH2
ground_truth,delta,74,EMC10
ground_truth,delta,75,CDK5R2
ground_truth,delta,76,PON3
ground_truth,delta,77,FANCF
ground_truth,delta,78,CAMK2B
ground_truth,delta,79,GNAS
ground_truth,delta,80,PSD
ground_truth,delta,81,FAM102A
ground_truth,delta,82,TMED6
ground_truth,delta,83,TUSC3
ground_truth,delta,84,RGS9
ground_truth,delta,85,PCSK2
ground_truth,delta,86,MTUS1
ground_truth,delta,87,CD9
ground_truth,delta,88,HPN
ground_truth,delta,89,SMIM6
ground_truth,delta,90,IFI27L2
ground_truth,delta,91,EPHX2
ground_truth,delta,92,KRT10
ground_truth,delta,93,NGFRAP1
ground_truth,delta,94,QPCT
ground_truth,delta,95,TUBA1A
ground_truth,delta,96,PLEKHB1
ground_truth,delta,97,TTC3
ground_truth,delta,98,S100A6
ground_truth,delta,99,ECEL1
ground_truth,delta,100,PRSS23
ground_truth,ductal,1,TACSTD2
ground_truth,ductal,2,KRT7
ground_truth,ductal,3,KRT19
ground_truth,ductal,4,S100A11
ground_truth,ductal,5,TMSB4X
ground_truth,ductal,6,CD24
ground_truth,ductal,7,SDC4
ground_truth,ductal,8,ANXA2
ground_truth,ductal,9,KRT18
ground_truth,ductal,10,SERINC2
ground_truth,ductal,11,PMEPA1
ground_truth,ductal,12,TMSB10
ground_truth,ductal,13,PRSS8
ground_truth,ductal,14,ZFP36L1
ground_truth,ductal,15,LCN2
ground_truth,ductal,16,KRT8
ground_truth,ductal,17,TPM1
ground_truth,ductal,18,CFB
ground_truth,ductal,19,TM4SF1
ground_truth,ductal,20,CDC42EP1
ground_truth,ductal,21,SOX4
ground_truth,ductal,22,CLDN4
ground_truth,ductal,23,S100A10
ground_truth,ductal,24,ANXA4
ground_truth,ductal,25,SAT1
ground_truth,ductal,26,ELF3
ground_truth,ductal,27,ACTN4
ground_truth,ductal,28,HLA-B
ground_truth,ductal,29,IFITM3
ground_truth,ductal,30,RHOC
ground_truth,ductal,31,SERPING1
ground_truth,ductal,32,TAGLN2
ground_truth,ductal,33,LITAF
ground_truth,ductal,34,GSTP1
ground_truth,ductal,35,BACE2
ground_truth,ductal,36,C3
ground_truth,ductal,37,JUP
ground_truth,ductal,38,KLF6
ground_truth,ductal,39,FLNA
ground_truth,ductal,40,SPINT1
ground_truth,ductal,41,TSPO
ground_truth,ductal,42,CD44
ground_truth,ductal,43,IL32
ground_truth,ductal,44,TINAGL1
ground_truth,ductal,45,S100A6
ground_truth,ductal,46,LAD1
ground_truth,ductal,47,CLDN1
ground_truth,ductal,48,ITGB1
ground_truth,ductal,49,MYL12B
ground_truth,ductal,50,CDH1
ground_truth,ductal,51,TNFRSF12A
ground_truth,ductal,52,S100A14
ground_truth,ductal,53,SERPINA3
ground_truth,ductal,54,PDZK1IP1
ground_truth,ductal,55,SPTBN1
ground_truth,ductal,56,KIAA1522
ground_truth,ductal,57,IER3
ground_truth,ductal,58,ST14
ground_truth,ductal,59,MMP7
ground_truth,ductal,60,CD59
ground_truth,ductal,61,SMAD3
ground_truth,ductal,62,MYH9
ground_truth,ductal,63,CYR61
ground_truth,ductal,64,LGALS3
ground_truth,ductal,65,MYL12A
ground_truth,ductal,66,PPAP2C
ground_truth,ductal,67,PFKFB3
ground_truth,ductal,68,S100A16
ground_truth,ductal,69,IFITM2
ground_truth,ductal,70,LAMB3
ground_truth,ductal,71,RBPMS
ground_truth,ductal,72,CTSD
ground_truth,ductal,73,HLA-C
ground_truth,ductal,74,TMBIM1
ground_truth,ductal,75,C8orf4
ground_truth,ductal,76,AGRN
ground_truth,ductal,77,DDIT4
ground_truth,ductal,78,YBX3
ground_truth,ductal,79,LGALS4
ground_truth,ductal,80,ITGA3
ground_truth,ductal,81,SLC4A4
ground_truth,ductal,82,DUSP1
ground_truth,ductal,83,ATP1A1
ground_truth,ductal,84,TSPAN15
ground_truth,ductal,85,LAMC2
ground_truth,ductal,86,IER2
ground_truth,ductal,87,ACTB
ground_truth,ductal,88,ERGIC1
ground_truth,ductal,89,MARCKSL1
ground_truth,ductal,90,RAC1
ground_truth,ductal,91,HMGA1
ground_truth,ductal,92,HSPB1
ground_truth,ductal,93,GDF15
ground_truth,ductal,94,ATF3
ground_truth,ductal,95,SERPINA5
ground_truth,ductal,96,CCL2
ground_truth,ductal,97,MALL
ground_truth,ductal,98,CLDN7
ground_truth,ductal,99,TNIP1
ground_truth,ductal,100,SOD2
ground_truth,endothelial,1,PLVAP
ground_truth,endothelial,2,ENG
ground_truth,endothelial,3,PECAM1
ground_truth,endothelial,4,FKBP1A
ground_truth,endothelial,5,CD93
ground_truth,endothelial,6,PODXL
ground_truth,endothelial,7,PXDN
ground_truth,endothelial,8,RGCC
ground_truth,endothelial,9,ACVRL1
ground_truth,endothelial,10,SPARC
ground_truth,endothelial,11,FLT1
ground_truth,endothelial,12,HSPG2
ground_truth,endothelial,13,STC1
ground_truth,endothelial,14,TCF4
ground_truth,endothelial,15,ESAM
ground_truth,endothelial,16,ETS1
ground_truth,endothelial,17,COL4A1
ground_truth,endothelial,18,ITGA5
ground_truth,endothelial,19,EGFL7
ground_truth,endothelial,20,TMSB10
ground_truth,endothelial,21,PTMA
ground_truth,endothelial,22,SOX18
ground_truth,endothelial,23,PPAP2B
ground_truth,endothelial,24,KDR
ground_truth,endothelial,25,PCAT19
ground_truth,endothelial,26,SERPINE1
ground_truth,endothelial,27,IGFBP4
ground_truth,endothelial,28,GNAI2
ground_truth,endothelial,29,IGFBP7
ground_truth,endothelial,30,IFITM2
ground_truth,endothelial,31,PNP
ground_truth,endothelial,32,APP
ground_truth,endothelial,33,IFITM3
ground_truth,endothelial,34,CLIC4
ground_truth,endothelial,35,TIE1
ground_truth,endothelial,36,CYP1A1
ground_truth,endothelial,37,HLA-B
ground_truth,endothelial,38,ROBO4
ground_truth,endothelial,39,CXCR4
ground_truth,endothelial,40,MSN
ground_truth,endothelial,41,EMP1
ground_truth,endothelial,42,ESM1
ground_truth,endothelial,43,GPX1
ground_truth,endothelial,44,ADAMTS4
ground_truth,endothelial,45,ID3
ground_truth,endothelial,46,HTRA1
ground_truth,endothelial,47,CD81
ground_truth,endothelial,48,CD9
ground_truth,endothelial,49,LGALS1
ground_truth,endothelial,50,PRSS23
ground_truth,endothelial,51,COL18A1
ground_truth,endothelial,52,SOCS3
ground_truth,endothelial,53,PASK
ground_truth,endothelial,54,HLA-C
ground_truth,endothelial,55,FABP5
ground_truth,endothelial,56,TP53I11
ground_truth,endothelial,57,ADGRL4
ground_truth,endothelial,58,VWF
ground_truth,endothelial,59,SPTBN1
ground_truth,endothelial,60,B2M
ground_truth,endothelial,61,VIM
ground_truth,endothelial,62,IFI27
ground_truth,endothelial,63,ADGRF5
ground_truth,endothelial,64,FSCN1
ground_truth,endothelial,65,PLEKHO1
ground_truth,endothelial,66,SEMA3F
ground_truth,endothelial,67,ANGPTL2
ground_truth,endothelial,68,CCDC85B
ground_truth,endothelial,69,S1PR1
ground_truth,endothelial,70,MARCKSL1
ground_truth,endothelial,71,MCAM
ground_truth,endothelial,72,FAM43A
ground_truth,endothelial,73,ECSCR
ground_truth,endothelial,74,WWTR1
ground_truth,endothelial,75,CD59
ground_truth,endothelial,76,CLDN5
ground_truth,endothelial,77,NRP2
ground_truth,endothelial,78,YES1
ground_truth,endothelial,79,HMGB1
ground_truth,endothelial,80,SLC9A3R2
ground_truth,endothelial,81,LAMA4
ground_truth,endothelial,82,ANGPT2
ground_truth,endothelial,83,SERPINH1
ground_truth,endothelial,84,INSR
ground_truth,endothelial,85,TMEM173
ground_truth,endothelial,86,IFITM1
ground_truth,endothelial,87,ZFP36L2
ground_truth,endothelial,88,RAI14
ground_truth,endothelial,89,PTRF
ground_truth,endothelial,90,CRIP2
ground_truth,endothelial,91,STOM
ground_truth,endothelial,92,NOTCH4
ground_truth,endothelial,93,ERG
ground_truth,endothelial,94,THBS1
ground_truth,endothelial,95,VWA1
ground_truth,endothelial,96,TM4SF1
ground_truth,endothelial,97,NOTCH1
ground_truth,endothelial,98,POMP
ground_truth,endothelial,99,EPAS1
ground_truth,endothelial,100,DYSF
ground_truth,epsilon,1,GHRL
ground_truth,epsilon,2,ACSL1
ground_truth,epsilon,3,CLU
ground_truth,epsilon,4,FRZB
ground_truth,epsilon,5,SPTSSB
ground_truth,epsilon,6,FGF14
ground_truth,epsilon,7,VSTM2L
ground_truth,epsilon,8,NNMT
ground_truth,epsilon,9,TM4SF4
ground_truth,epsilon,10,S100A6
ground_truth,epsilon,11,ITM2C
ground_truth,epsilon,12,SEZ6L
ground_truth,epsilon,13,CALY
ground_truth,epsilon,14,EMC10
ground_truth,epsilon,15,PLAC8
ground_truth,epsilon,16,FOXA2
ground_truth,epsilon,17,NGFRAP1
ground_truth,epsilon,18,HEPACAM2
ground_truth,epsilon,19,APLP1
ground_truth,epsilon,20,LY6H
ground_truth,epsilon,21,SERPINA1
ground_truth,epsilon,22,SMOC1
ground_truth,epsilon,23,SST
ground_truth,epsilon,24,PCSK1N
ground_truth,epsilon,25,SPINK1
ground_truth,epsilon,26,PODXL2
ground_truth,epsilon,27,TRNP1
ground_truth,epsilon,28,TMEM59
ground_truth,epsilon,29,ATP6AP1
ground_truth,epsilon,30,TSTD1
ground_truth,epsilon,31,NEURL1
ground_truth,epsilon,32,MDFIC
ground_truth,epsilon,33,FXYD3
ground_truth,epsilon,34,NENF
ground_truth,epsilon,35,TFF3
ground_truth,epsilon,36,CAMK2N1
ground_truth,epsilon,37,ARX
ground_truth,epsilon,38,ZKSCAN1
ground_truth,epsilon,39,MARK2
ground_truth,epsilon,40,SNRPN
ground_truth,epsilon,41,TMEM176A
ground_truth,epsilon,42,MS4A8
ground_truth,epsilon,43,APOH
ground_truth,epsilon,44,P4HTM
ground_truth,epsilon,45,SOX9
ground_truth,epsilon,46,PDIA3
ground_truth,epsilon,47,ARFGEF3
ground_truth,epsilon,48,IDS
ground_truth,epsilon,49,TMEM176B
ground_truth,epsilon,50,MGAT4A
ground_truth,epsilon,51,CALM1
ground_truth,epsilon,52,PCSK1
ground_truth,epsilon,53,SPATS2L
ground_truth,epsilon,54,QDPR
ground_truth,epsilon,55,NRD1
ground_truth,epsilon,56,HES4
ground_truth,epsilon,57,AES
ground_truth,epsilon,58,TM4SF5
ground_truth,epsilon,59,PFN2
ground_truth,epsilon,60,PTOV1
ground_truth,epsilon,61,EPCAM
ground_truth,epsilon,62,PARK7
ground_truth,epsilon,63,APBB1
ground_truth,epsilon,64,PLXNB1
ground_truth,epsilon,65,DPYSL2
ground_truth,epsilon,66,RBP1
ground_truth,epsilon,67,PDE8B
ground_truth,epsilon,68,KIAA1147
ground_truth,epsilon,69,SERPINE2
ground_truth,epsilon,70,GABARAPL1
ground_truth,epsilon,71,EGR1
ground_truth,epsilon,72,LGALS3BP
ground_truth,epsilon,73,AQP3
ground_truth,epsilon,74,KCTD12
ground_truth,epsilon,75,VDAC1
