cell_index,umap_1,umap_2,predicted_label,cell_id,true_label,aligned_predicted_label,batch,scraw_reconstruction_weight
13,9.915609359741211,9.039908409118652,4,A14_B002688_B009944_S14.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5810506343841553
14,10.551692962646484,10.181241989135742,4,A14_D045313_B009942_S14.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.8335148692131042
15,-2.7361526489257812,9.69804859161377,6,A15_B000767_B009945_S15.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.8979852199554443
16,10.05529499053955,11.383411407470703,4,A15_B001247_B009941_S15.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.7438143491744995
17,-2.7095847129821777,14.303319931030273,6,A15_B002681_B009943_S15.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3845422863960266
18,6.132780075073242,-6.893649578094482,14,A15_D045313_B009942_S15.mm10-plus-4-0,myeloid leukocyte,myeloid leukocyte,single_batch,2.002776622772217
19,-2.7128803730010986,-5.660920143127441,1,A16_B000767_B009945_S16.mm10-plus-4-0,mature NK T cell,mature NK T cell,single_batch,1.7678337097167969
20,10.390724182128906,11.365296363830566,4,A16_B001247_B009941_S16.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,1.5077588558197021
21,11.142354965209961,9.868252754211426,4,A16_B002688_B009944_S16.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.9387325644493103
22,9.542746543884277,10.647088050842285,4,A16_D045313_B009942_S16.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.6177024841308594
23,-1.7727453708648682,-7.831063270568848,1,A17_B000767_B009945_S17.mm10-plus-4-0,"CD4-positive, alpha-beta T cell",mature NK T cell,single_batch,1.8462246656417847
24,10.383774757385254,11.437251091003418,4,A17_B001247_B009941_S17.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,1.6683146953582764
25,-2.0184762477874756,14.327064514160156,6,A17_B002688_B009944_S17.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3845422863960266
26,11.826769828796387,9.559684753417969,4,A17_D045313_B009942_S17.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5760840773582458
27,10.155038833618164,12.19951057434082,4,A18_B001247_B009941_S18.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,1.834643006324768
28,-2.8224096298217773,14.351959228515625,6,A18_B002681_B009943_S18.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.38728806376457214
29,9.704977989196777,10.254295349121094,4,A18_B002688_B009944_S18.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.45180127024650574
30,11.999488830566406,9.561461448669434,4,A18_D045313_B009942_S18.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.8019832968711853
31,-6.258753776550293,11.18561840057373,6,A19_B000767_B009945_S19.mm10-plus-4-0,endothelial cell of hepatic sinusoid,hepatocyte,single_batch,2.068922758102417
32,9.378893852233887,-3.6073312759399414,14,A19_B001247_B009941_S19.mm10-plus-4-0,myeloid leukocyte,myeloid leukocyte,single_batch,2.390716552734375
33,11.389185905456543,9.538006782531738,4,A19_B002688_B009944_S19.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5662937760353088
34,11.084341049194336,10.115561485290527,4,A19_D045313_B009942_S19.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5065565705299377
35,4.885319232940674,2.3681464195251465,2,A1_B000767_B009945_S1.mm10-plus-4-0,NK cell,NK cell,single_batch,1.3212071657180786
36,9.999911308288574,-3.7400455474853516,14,A1_B001247_B009941_S1.mm10-plus-4-0,Kupffer cell,myeloid leukocyte,single_batch,1.9286772012710571
37,-2.457857608795166,13.928744316101074,6,A1_D045313_B009942_S1.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3954906761646271
38,-2.4122567176818848,9.66439151763916,6,A20_B000767_B009945_S20.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.8858674764633179
39,10.200153350830078,12.530710220336914,4,A20_B001247_B009941_S20.mm10-plus-4-0,myeloid leukocyte,endothelial cell of hepatic sinusoid,single_batch,2.271519660949707
40,5.936939239501953,-7.257564544677734,11,A20_B002688_B009944_S20.mm10-plus-4-0,myeloid leukocyte,Unmatched_11,single_batch,1.4255350828170776
41,11.008918762207031,10.401613235473633,4,A20_D045313_B009942_S20.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.4866734445095062
42,9.240835189819336,8.851761817932129,4,A21_B000767_B009945_S21.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.6090636849403381
43,17.74732780456543,-0.6201976537704468,0,A21_B001247_B009941_S21.mm10-plus-4-0,B cell,B cell,single_batch,0.7637484073638916
44,-2.420276641845703,14.870706558227539,6,A21_B002681_B009943_S21.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.6135259866714478
45,4.287930965423584,2.343456268310547,2,A21_B002688_B009944_S21.mm10-plus-4-0,NK cell,NK cell,single_batch,2.1139512062072754
46,9.396256446838379,10.613035202026367,4,A21_D045313_B009942_S21.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.4760552942752838
47,-3.05888032913208,10.319917678833008,6,A22_B000767_B009945_S22.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.8861294984817505
48,-3.033750057220459,10.472922325134277,6,A22_B001247_B009941_S22.mm10-plus-4-0,B cell,hepatocyte,single_batch,1.716149926185608
49,-3.569845199584961,13.4400053024292,6,A22_B002681_B009943_S22.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.42827966809272766
50,4.9396443367004395,2.324599266052246,2,A2_B000767_B009945_S2.mm10-plus-4-0,NK cell,NK cell,single_batch,1.3564188480377197
51,-0.42003098130226135,-5.998875617980957,1,A2_B001247_B009941_S2.mm10-plus-4-0,mature NK T cell,mature NK T cell,single_batch,1.7786678075790405
52,-3.1512012481689453,14.33450984954834,6,A2_B002681_B009943_S2.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.4238642156124115
53,-2.1816978454589844,13.543766975402832,6,A2_D045313_B009942_S2.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3884667456150055
54,-2.7412474155426025,-6.405010223388672,1,A3_B000767_B009945_S3.mm10-plus-4-0,mature NK T cell,mature NK T cell,single_batch,1.6768673658370972
55,10.825693130493164,-2.72354793548584,12,A3_B001247_B009941_S3.mm10-plus-4-0,Kupffer cell,Kupffer cell,single_batch,1.0415245294570923
56,7.512326717376709,8.038578033447266,4,A3_B002681_B009943_S3.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,1.0173630714416504
57,17.854598999023438,-0.3315771520137787,0,A3_D045313_B009942_S3.mm10-plus-4-0,B cell,B cell,single_batch,0.8882293701171875
58,7.1075968742370605,-4.775398254394531,10,A4_B000767_B009945_S4.mm10-plus-4-0,myeloid leukocyte,Unmatched_10,single_batch,1.5883989334106445
59,4.968858242034912,2.517024040222168,2,A5_B000767_B009945_S5.mm10-plus-4-0,NK cell,NK cell,single_batch,1.5229562520980835
60,-1.8345141410827637,-6.556346893310547,1,A5_B001247_B009941_S5.mm10-plus-4-0,T cell,mature NK T cell,single_batch,1.5692609548568726
61,18.535377502441406,0.7758495807647705,0,A5_D045313_B009942_S5.mm10-plus-4-0,B cell,B cell,single_batch,0.9301689267158508
62,18.54241180419922,0.29603004455566406,0,A6_B000767_B009945_S6.mm10-plus-4-0,B cell,B cell,single_batch,0.9351544976234436
63,11.061073303222656,-4.711777687072754,12,A6_B002681_B009943_S6.mm10-plus-4-0,Kupffer cell,Kupffer cell,single_batch,1.2529940605163574
64,-0.6894558072090149,14.759157180786133,6,A6_D045313_B009942_S6.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.5258973240852356
65,10.860445976257324,-4.448523998260498,12,A7_B001247_B009941_S7.mm10-plus-4-0,Kupffer cell,Kupffer cell,single_batch,1.0248314142227173
66,9.37734603881836,-3.5798630714416504,12,A7_B002688_B009944_S7.mm10-plus-4-0,myeloid leukocyte,Kupffer cell,single_batch,1.9085055589675903
67,-1.1492568254470825,14.93167781829834,6,A7_D045313_B009942_S7.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.5668253898620605
68,-2.0134482383728027,13.025616645812988,6,A8_D045313_B009942_S8.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.5519092679023743
69,10.423514366149902,10.453635215759277,4,A9_B000767_B009945_S9.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.7849423885345459
70,-0.34245994687080383,14.856870651245117,6,A9_D045313_B009942_S9.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.4073282480239868
71,8.274341583251953,8.718718528747559,4,B10_B000767_B009945_S34.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.8946101069450378
72,-3.257006883621216,14.164690017700195,6,B10_B002681_B009943_S34.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3845422863960266
73,11.196405410766602,9.753939628601074,4,B10_B002688_B009944_S34.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,1.5898224115371704
74,-3.3149516582489014,14.206104278564453,6,B10_D045313_B009942_S34.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3845422863960266
75,-2.7386398315429688,-5.649036884307861,1,B11_B000767_B009945_S35.mm10-plus-4-0,mature NK T cell,mature NK T cell,single_batch,2.3670008182525635
76,-3.143514633178711,14.336114883422852,6,B11_B002681_B009943_S35.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.49053120613098145
77,-2.803818702697754,9.76410961151123,6,B12_B000767_B009945_S36.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.7872083783149719
78,9.978212356567383,9.665884017944336,4,B12_B002688_B009944_S36.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5123811960220337
79,11.254748344421387,-4.438419818878174,12,B12_D045313_B009942_S36.mm10-plus-4-0,Kupffer cell,Kupffer cell,single_batch,1.2667124271392822
80,9.951224327087402,11.672906875610352,4,B13_B001247_B009941_S37.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.8872197270393372
81,-2.7566380500793457,14.508248329162598,6,B13_B002681_B009943_S37.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.38929277658462524
82,12.117271423339844,9.986945152282715,4,B13_D045313_B009942_S37.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.9038536548614502
83,10.002388000488281,11.222811698913574,4,B14_B001247_B009941_S38.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5856702327728271
84,-1.3487685918807983,14.607470512390137,6,B14_B002681_B009943_S38.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.5066863894462585
85,11.430204391479492,10.02715015411377,4,B14_B002688_B009944_S38.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5915793180465698
86,-3.7865633964538574,-7.245373249053955,1,B14_D045313_B009942_S38.mm10-plus-4-0,myeloid leukocyte,mature NK T cell,single_batch,2.530064821243286
87,-2.8193612098693848,-7.020908832550049,1,B15_B000767_B009945_S39.mm10-plus-4-0,mature NK T cell,mature NK T cell,single_batch,1.3416295051574707
88,10.016546249389648,11.505382537841797,4,B15_B001247_B009941_S39.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.7906022071838379
89,11.740692138671875,9.592817306518555,4,B15_B002688_B009944_S39.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.7259711623191833
90,-4.583151340484619,14.00683307647705,6,B15_D045313_B009942_S39.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.53047114610672
91,10.208952903747559,12.555933952331543,4,B16_B001247_B009941_S40.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,2.271519660949707
92,-14.59979248046875,1.9261128902435303,5,B16_B002688_B009944_S40.mm10-plus-4-0,neutrophil,neutrophil,single_batch,3.917675495147705
93,9.898660659790039,10.729523658752441,4,B16_D045313_B009942_S40.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5273413062095642
94,10.181504249572754,12.3502836227417,4,B17_B001247_B009941_S41.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,2.228041648864746
95,-2.621537446975708,14.611884117126465,6,B17_B002681_B009943_S41.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3881017565727234
96,-4.002415657043457,13.942939758300781,6,B17_B002688_B009944_S41.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.4533765912055969
97,10.231244087219238,10.893109321594238,4,B17_D045313_B009942_S41.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.8624395728111267
98,11.096917152404785,-4.143064975738525,12,B18_B000767_B009945_S42.mm10-plus-4-0,Kupffer cell,Kupffer cell,single_batch,0.8987593054771423
99,9.80616569519043,11.3103609085083,4,B18_B001247_B009941_S42.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,1.0464587211608887
100,-1.5366002321243286,14.244397163391113,6,B18_B002681_B009943_S42.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.4112134873867035
101,-14.307231903076172,1.9626928567886353,5,B18_B002688_B009944_S42.mm10-plus-4-0,neutrophil,neutrophil,single_batch,3.852586030960083
102,8.292664527893066,9.244180679321289,4,B18_D045313_B009942_S42.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.7321761250495911
103,8.510049819946289,9.584405899047852,4,B19_B000767_B009945_S43.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.7296211123466492
104,-3.0178825855255127,10.294837951660156,6,B19_B001247_B009941_S43.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,1.0477855205535889
105,9.893974304199219,11.337947845458984,4,B19_D045313_B009942_S43.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5533416867256165
106,18.307493209838867,0.21380916237831116,0,B1_B000767_B009945_S25.mm10-plus-4-0,B cell,B cell,single_batch,0.9039587378501892
107,10.016557693481445,-3.0797414779663086,12,B1_B001247_B009941_S25.mm10-plus-4-0,Kupffer cell,Kupffer cell,single_batch,1.779350996017456
108,-4.368186950683594,13.080775260925293,6,B1_B002681_B009943_S25.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.44807231426239014
109,-0.7549086809158325,14.795560836791992,6,B1_D045313_B009942_S25.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.4690355360507965
110,10.203287124633789,12.574246406555176,4,B20_B001247_B009941_S44.mm10-plus-4-0,myeloid leukocyte,endothelial cell of hepatic sinusoid,single_batch,2.271519660949707
111,7.663610935211182,8.138075828552246,4,B20_B002688_B009944_S44.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.8521155118942261
112,10.009912490844727,10.167903900146484,4,B20_D045313_B009942_S44.mm10-plus-4-0,Kupffer cell,endothelial cell of hepatic sinusoid,single_batch,1.1548926830291748
113,10.205726623535156,12.59554386138916,4,B21_B001247_B009941_S45.mm10-plus-4-0,myeloid leukocyte,endothelial cell of hepatic sinusoid,single_batch,2.271519660949707
114,-5.623494625091553,11.979268074035645,6,B21_B002688_B009944_S45.mm10-plus-4-0,endothelial cell of hepatic sinusoid,hepatocyte,single_batch,1.1325169801712036
115,-3.469133138656616,14.018645286560059,6,B21_D045313_B009942_S45.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3845422863960266
116,4.667081356048584,2.4746360778808594,2,B22_B000767_B009945_S46.mm10-plus-4-0,mature NK T cell,NK cell,single_batch,1.6103618144989014
117,-1.958472490310669,-6.8097333908081055,1,B22_B001247_B009941_S46.mm10-plus-4-0,T cell,mature NK T cell,single_batch,1.5603231191635132
118,-2.038783311843872,14.961224555969238,6,B22_D045313_B009942_S46.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.5974550843238831
119,-2.7248775959014893,9.7476224899292,6,B2_B001247_B009941_S26.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,1.2813791036605835
120,18.06784439086914,1.0045260190963745,0,B3_B000767_B009945_S27.mm10-plus-4-0,B cell,B cell,single_batch,0.9357735514640808
121,18.257179260253906,0.35295191407203674,0,B3_B001247_B009941_S27.mm10-plus-4-0,B cell,B cell,single_batch,0.717431366443634
122,17.928268432617188,-0.9239097237586975,0,B3_B002688_B009944_S27.mm10-plus-4-0,B cell,B cell,single_batch,0.7216642498970032
123,-1.481088399887085,14.138513565063477,6,B3_D045313_B009942_S27.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3845422863960266
124,18.105363845825195,0.9822174906730652,0,B4_B000767_B009945_S28.mm10-plus-4-0,B cell,B cell,single_batch,0.996839702129364
125,10.589227676391602,-4.324468612670898,12,B4_B001247_B009941_S28.mm10-plus-4-0,Kupffer cell,Kupffer cell,single_batch,0.8972364068031311
126,-0.6872300505638123,-6.144771575927734,1,B4_B002681_B009943_S28.mm10-plus-4-0,mature NK T cell,mature NK T cell,single_batch,1.5393518209457397
127,-2.909642219543457,14.080145835876465,6,B4_B002688_B009944_S28.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.39644089341163635
128,-2.2790122032165527,13.604233741760254,6,B4_D045313_B009942_S28.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.4266801178455353
129,18.009023666381836,-0.25323787331581116,0,B5_B001247_B009941_S29.mm10-plus-4-0,B cell,B cell,single_batch,0.7505483627319336
130,-1.6344605684280396,14.043679237365723,6,B5_D045313_B009942_S29.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3888925611972809
131,-3.530750274658203,13.622116088867188,6,B6_B002688_B009944_S30.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.44651666283607483
132,-1.9681227207183838,13.081040382385254,6,B6_D045313_B009942_S30.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.41620713472366333
133,4.8525848388671875,2.344508409500122,2,B7_B000767_B009945_S31.mm10-plus-4-0,mature NK T cell,NK cell,single_batch,1.6616523265838623
134,18.360454559326172,0.2386905550956726,0,B7_B001247_B009941_S31.mm10-plus-4-0,B cell,B cell,single_batch,0.8796461820602417
135,-3.5664350986480713,13.935402870178223,6,B7_B002688_B009944_S31.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3845422863960266
136,8.206175804138184,8.747413635253906,4,B7_D045313_B009942_S31.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,1.3120332956314087
137,18.332365036010742,0.09169149398803711,0,B8_B000767_B009945_S32.mm10-plus-4-0,B cell,B cell,single_batch,1.1612803936004639
138,7.820953845977783,8.242363929748535,4,B8_D045313_B009942_S32.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.84855055809021
139,-1.3183895349502563,-7.439051151275635,1,B9_B000767_B009945_S33.mm10-plus-4-0,"CD4-positive, alpha-beta T cell",mature NK T cell,single_batch,0.9429326057434082
140,-4.872831344604492,13.937725067138672,6,B9_B002681_B009943_S33.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.777014434337616
141,11.478657722473145,10.101119995117188,4,B9_D045313_B009942_S33.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,1.025525450706482
142,-2.382434368133545,9.594871520996094,6,C10_B000767_B009945_S58.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,1.3163576126098633
143,-2.4714486598968506,14.23061752319336,6,C10_B002681_B009943_S58.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3845422863960266
144,-4.239743232727051,13.50570297241211,6,C10_B002688_B009944_S58.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.4609176814556122
145,9.735426902770996,11.318675994873047,4,C11_B001247_B009941_S59.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,1.1654759645462036
146,-3.6233088970184326,13.47319221496582,6,C11_B002681_B009943_S59.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.4465721547603607
147,10.514269828796387,9.195621490478516,4,C11_B002688_B009944_S59.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.7098114490509033
148,5.2352447509765625,2.6096320152282715,2,C11_D045313_B009942_S59.mm10-plus-4-0,NK cell,NK cell,single_batch,1.699703335762024
149,7.793720245361328,8.20671558380127,4,C12_B001247_B009941_S60.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.7843581438064575
150,-5.559797286987305,12.009197235107422,6,C12_D045313_B009942_S60.mm10-plus-4-0,endothelial cell of hepatic sinusoid,hepatocyte,single_batch,1.1294682025909424
151,-2.4371886253356934,10.188055992126465,6,C13_B000767_B009945_S61.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,1.016554355621338
152,9.825667381286621,11.27639389038086,4,C13_B001247_B009941_S61.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5254335999488831
153,-3.0983855724334717,14.00993537902832,6,C13_B002681_B009943_S61.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.3969234526157379
154,-4.414268970489502,12.677313804626465,6,C13_B002688_B009944_S61.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.7486022114753723
155,-1.382415533065796,14.692290306091309,6,C13_D045313_B009942_S61.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.47376489639282227
156,8.5064115524292,9.739202499389648,4,C14_B000767_B009945_S62.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.538354754447937
157,10.645418167114258,-2.4732704162597656,12,C14_B001247_B009941_S62.mm10-plus-4-0,Kupffer cell,Kupffer cell,single_batch,1.0015740394592285
158,-4.964713096618652,13.441198348999023,6,C14_B002681_B009943_S62.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,1.1162980794906616
159,9.698314666748047,10.30009937286377,4,C14_B002688_B009944_S62.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.49812233448028564
160,11.142641067504883,10.310647964477539,4,C14_D045313_B009942_S62.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.472644567489624
161,9.979288101196289,10.91299819946289,4,C15_B000767_B009945_S63.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.5782744884490967
162,9.833344459533691,11.350828170776367,4,C15_B001247_B009941_S63.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.8152543306350708
163,-2.882702350616455,-6.953831672668457,1,C15_D045313_B009942_S63.mm10-plus-4-0,mature NK T cell,mature NK T cell,single_batch,1.4646944999694824
164,9.553763389587402,10.807595252990723,4,C16_B000767_B009945_S64.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,0.7326787710189819
165,-2.642407178878784,13.978699684143066,6,C16_B002681_B009943_S64.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.40971651673316956
166,5.973595142364502,-7.1665167808532715,11,C16_B002688_B009944_S64.mm10-plus-4-0,myeloid leukocyte,Unmatched_11,single_batch,1.2503870725631714
167,-14.457451820373535,1.9161893129348755,5,C16_D045313_B009942_S64.mm10-plus-4-0,neutrophil,neutrophil,single_batch,3.9888336658477783
168,-3.0010290145874023,-6.11453914642334,1,C17_B000767_B009945_S65.mm10-plus-4-0,mature NK T cell,mature NK T cell,single_batch,1.5360878705978394
169,10.222919464111328,12.54642391204834,4,C17_B001247_B009941_S65.mm10-plus-4-0,endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,single_batch,2.271519660949707
170,-5.038753509521484,13.457207679748535,6,C17_B002688_B009944_S65.mm10-plus-4-0,hepatocyte,hepatocyte,single_batch,0.9791181087493896
