cell_index,cell_id,predicted_label,true_label,aligned_predicted_label,batch
149,human2_lib1.final_cell_0150-1,7,beta,beta,single_batch
150,human2_lib1.final_cell_0151-1,0,ductal,ductal,single_batch
151,human2_lib1.final_cell_0152-1,9,activated_stellate,activated_stellate,single_batch
152,human2_lib1.final_cell_0153-1,3,alpha,alpha,single_batch
153,human2_lib1.final_cell_0154-1,3,alpha,alpha,single_batch
154,human2_lib1.final_cell_0155-1,0,ductal,ductal,single_batch
155,human2_lib1.final_cell_0156-1,5,delta,delta,single_batch
156,human2_lib1.final_cell_0157-1,3,alpha,alpha,single_batch
157,human2_lib1.final_cell_0158-1,3,alpha,alpha,single_batch
158,human2_lib1.final_cell_0159-1,0,ductal,ductal,single_batch
159,human2_lib1.final_cell_0160-1,0,ductal,ductal,single_batch
160,human2_lib1.final_cell_0161-1,3,alpha,alpha,single_batch
161,human2_lib1.final_cell_0162-1,3,alpha,alpha,single_batch
162,human2_lib1.final_cell_0163-1,3,alpha,alpha,single_batch
163,human2_lib1.final_cell_0164-1,3,alpha,alpha,single_batch
164,human2_lib1.final_cell_0165-1,9,activated_stellate,activated_stellate,single_batch
165,human2_lib1.final_cell_0166-1,3,alpha,alpha,single_batch
166,human2_lib1.final_cell_0167-1,6,macrophage,macrophage,single_batch
167,human2_lib1.final_cell_0168-1,3,alpha,alpha,single_batch
168,human2_lib1.final_cell_0169-1,5,delta,delta,single_batch
169,human2_lib1.final_cell_0170-1,3,alpha,alpha,single_batch
170,human2_lib1.final_cell_0171-1,9,activated_stellate,activated_stellate,single_batch
171,human2_lib1.final_cell_0172-1,3,alpha,alpha,single_batch
172,human2_lib1.final_cell_0173-1,5,delta,delta,single_batch
173,human2_lib1.final_cell_0174-1,3,alpha,alpha,single_batch
174,human2_lib1.final_cell_0175-1,3,alpha,alpha,single_batch
175,human2_lib1.final_cell_0176-1,3,alpha,alpha,single_batch
176,human2_lib1.final_cell_0177-1,0,ductal,ductal,single_batch
177,human2_lib1.final_cell_0178-1,3,alpha,alpha,single_batch
178,human2_lib1.final_cell_0179-1,3,alpha,alpha,single_batch
179,human2_lib1.final_cell_0180-1,3,alpha,alpha,single_batch
180,human2_lib1.final_cell_0181-1,1,ductal,acinar,single_batch
181,human2_lib1.final_cell_0182-1,7,beta,beta,single_batch
182,human2_lib1.final_cell_0183-1,7,beta,beta,single_batch
183,human2_lib1.final_cell_0184-1,3,alpha,alpha,single_batch
184,human2_lib1.final_cell_0185-1,5,gamma,delta,single_batch
185,human2_lib1.final_cell_0186-1,1,ductal,acinar,single_batch
186,human2_lib1.final_cell_0187-1,7,beta,beta,single_batch
187,human2_lib1.final_cell_0188-1,2,endothelial,endothelial,single_batch
188,human2_lib1.final_cell_0189-1,5,gamma,delta,single_batch
189,human2_lib1.final_cell_0190-1,0,ductal,ductal,single_batch
190,human2_lib1.final_cell_0191-1,3,alpha,alpha,single_batch
191,human2_lib1.final_cell_0192-1,0,ductal,ductal,single_batch
192,human2_lib1.final_cell_0193-1,5,delta,delta,single_batch
193,human2_lib1.final_cell_0194-1,1,ductal,acinar,single_batch
194,human2_lib1.final_cell_0195-1,8,beta,epsilon,single_batch
195,human2_lib1.final_cell_0196-1,7,beta,beta,single_batch
196,human2_lib1.final_cell_0197-1,2,endothelial,endothelial,single_batch
197,human2_lib1.final_cell_0198-1,7,beta,beta,single_batch
198,human2_lib1.final_cell_0199-1,3,alpha,alpha,single_batch
199,human2_lib1.final_cell_0200-1,5,delta,delta,single_batch
200,human2_lib1.final_cell_0201-1,7,beta,beta,single_batch
201,human2_lib1.final_cell_0202-1,9,activated_stellate,activated_stellate,single_batch
202,human2_lib1.final_cell_0203-1,3,alpha,alpha,single_batch
203,human2_lib1.final_cell_0204-1,7,beta,beta,single_batch
204,human2_lib1.final_cell_0205-1,0,ductal,ductal,single_batch
205,human2_lib1.final_cell_0206-1,7,beta,beta,single_batch
206,human2_lib1.final_cell_0207-1,5,gamma,delta,single_batch
207,human2_lib1.final_cell_0208-1,3,alpha,alpha,single_batch
208,human2_lib1.final_cell_0209-1,3,alpha,alpha,single_batch
209,human2_lib1.final_cell_0210-1,3,alpha,alpha,single_batch
210,human2_lib1.final_cell_0211-1,5,delta,delta,single_batch
211,human2_lib1.final_cell_0212-1,3,alpha,alpha,single_batch
212,human2_lib1.final_cell_0213-1,1,ductal,acinar,single_batch
213,human2_lib1.final_cell_0214-1,3,alpha,alpha,single_batch
214,human2_lib1.final_cell_0215-1,8,beta,epsilon,single_batch
215,human2_lib1.final_cell_0216-1,2,endothelial,endothelial,single_batch
216,human2_lib1.final_cell_0217-1,9,activated_stellate,activated_stellate,single_batch
217,human2_lib1.final_cell_0218-1,3,alpha,alpha,single_batch
218,human2_lib1.final_cell_0219-1,7,beta,beta,single_batch
219,human2_lib1.final_cell_0220-1,3,alpha,alpha,single_batch
220,human2_lib1.final_cell_0221-1,3,alpha,alpha,single_batch
221,human2_lib1.final_cell_0222-1,3,alpha,alpha,single_batch
222,human2_lib1.final_cell_0223-1,7,beta,beta,single_batch
223,human2_lib1.final_cell_0224-1,7,beta,beta,single_batch
224,human2_lib1.final_cell_0225-1,3,alpha,alpha,single_batch
225,human2_lib1.final_cell_0226-1,5,gamma,delta,single_batch
226,human2_lib1.final_cell_0227-1,7,beta,beta,single_batch
227,human2_lib1.final_cell_0228-1,3,alpha,alpha,single_batch
228,human2_lib1.final_cell_0229-1,3,alpha,alpha,single_batch
229,human2_lib1.final_cell_0230-1,3,alpha,alpha,single_batch
230,human2_lib1.final_cell_0231-1,7,beta,beta,single_batch
231,human2_lib1.final_cell_0232-1,0,ductal,ductal,single_batch
232,human2_lib1.final_cell_0233-1,7,beta,beta,single_batch
233,human2_lib1.final_cell_0234-1,9,activated_stellate,activated_stellate,single_batch
234,human2_lib1.final_cell_0235-1,3,alpha,alpha,single_batch
235,human2_lib1.final_cell_0236-1,7,beta,beta,single_batch
236,human2_lib1.final_cell_0237-1,7,beta,beta,single_batch
237,human2_lib1.final_cell_0238-1,5,gamma,delta,single_batch
238,human2_lib1.final_cell_0239-1,3,alpha,alpha,single_batch
239,human2_lib1.final_cell_0240-1,3,alpha,alpha,single_batch
240,human2_lib1.final_cell_0241-1,3,alpha,alpha,single_batch
241,human2_lib1.final_cell_0242-1,7,beta,beta,single_batch
242,human2_lib1.final_cell_0243-1,3,alpha,alpha,single_batch
243,human2_lib1.final_cell_0244-1,2,endothelial,endothelial,single_batch
244,human2_lib1.final_cell_0245-1,3,alpha,alpha,single_batch
245,human2_lib1.final_cell_0246-1,5,delta,delta,single_batch
246,human2_lib1.final_cell_0247-1,9,activated_stellate,activated_stellate,single_batch
247,human2_lib1.final_cell_0248-1,5,gamma,delta,single_batch
248,human2_lib1.final_cell_0249-1,7,beta,beta,single_batch
249,human2_lib1.final_cell_0250-1,3,alpha,alpha,single_batch
250,human2_lib1.final_cell_0251-1,0,ductal,ductal,single_batch
251,human2_lib1.final_cell_0252-1,7,beta,beta,single_batch
252,human2_lib1.final_cell_0253-1,5,gamma,delta,single_batch
253,human2_lib1.final_cell_0254-1,7,beta,beta,single_batch
254,human2_lib1.final_cell_0255-1,7,beta,beta,single_batch
255,human2_lib1.final_cell_0256-1,0,ductal,ductal,single_batch
256,human2_lib1.final_cell_0257-1,0,ductal,ductal,single_batch
257,human2_lib1.final_cell_0258-1,3,alpha,alpha,single_batch
258,human2_lib1.final_cell_0259-1,7,beta,beta,single_batch
259,human2_lib1.final_cell_0260-1,7,beta,beta,single_batch
260,human2_lib1.final_cell_0261-1,0,ductal,ductal,single_batch
261,human2_lib1.final_cell_0262-1,7,beta,beta,single_batch
262,human2_lib1.final_cell_0263-1,0,ductal,ductal,single_batch
263,human2_lib1.final_cell_0264-1,3,alpha,alpha,single_batch
264,human2_lib1.final_cell_0265-1,3,alpha,alpha,single_batch
265,human2_lib1.final_cell_0266-1,9,activated_stellate,activated_stellate,single_batch
266,human2_lib1.final_cell_0267-1,5,delta,delta,single_batch
267,human2_lib1.final_cell_0268-1,3,alpha,alpha,single_batch
268,human2_lib1.final_cell_0269-1,9,activated_stellate,activated_stellate,single_batch
269,human2_lib1.final_cell_0270-1,7,beta,beta,single_batch
270,human2_lib1.final_cell_0271-1,3,alpha,alpha,single_batch
271,human2_lib1.final_cell_0272-1,5,delta,delta,single_batch
272,human2_lib1.final_cell_0273-1,7,beta,beta,single_batch
273,human2_lib1.final_cell_0274-1,8,beta,epsilon,single_batch
274,human2_lib1.final_cell_0275-1,5,delta,delta,single_batch
275,human2_lib1.final_cell_0276-1,0,ductal,ductal,single_batch
276,human2_lib1.final_cell_0277-1,3,alpha,alpha,single_batch
277,human2_lib1.final_cell_0278-1,5,delta,delta,single_batch
278,human2_lib1.final_cell_0279-1,3,alpha,alpha,single_batch
279,human2_lib1.final_cell_0280-1,7,beta,beta,single_batch
280,human2_lib1.final_cell_0281-1,0,ductal,ductal,single_batch
281,human2_lib1.final_cell_0282-1,7,beta,beta,single_batch
282,human2_lib1.final_cell_0283-1,2,endothelial,endothelial,single_batch
283,human2_lib1.final_cell_0284-1,0,ductal,ductal,single_batch
284,human2_lib1.final_cell_0285-1,7,beta,beta,single_batch
285,human2_lib1.final_cell_0286-1,3,alpha,alpha,single_batch
286,human2_lib1.final_cell_0287-1,9,activated_stellate,activated_stellate,single_batch
287,human2_lib1.final_cell_0288-1,7,beta,beta,single_batch
288,human2_lib1.final_cell_0289-1,3,alpha,alpha,single_batch
289,human2_lib1.final_cell_0290-1,7,beta,beta,single_batch
290,human2_lib1.final_cell_0291-1,7,beta,beta,single_batch
291,human2_lib1.final_cell_0292-1,3,alpha,alpha,single_batch
292,human2_lib1.final_cell_0293-1,7,beta,beta,single_batch
293,human2_lib1.final_cell_0294-1,3,alpha,alpha,single_batch
294,human2_lib1.final_cell_0295-1,5,gamma,delta,single_batch
295,human2_lib1.final_cell_0296-1,7,beta,beta,single_batch
296,human2_lib1.final_cell_0297-1,0,ductal,ductal,single_batch
297,human2_lib1.final_cell_0298-1,7,beta,beta,single_batch
298,human2_lib1.final_cell_0299-1,3,alpha,alpha,single_batch
299,human2_lib1.final_cell_0300-1,3,alpha,alpha,single_batch
300,human2_lib1.final_cell_0301-1,3,alpha,alpha,single_batch
301,human2_lib1.final_cell_0302-1,3,alpha,alpha,single_batch
302,human2_lib1.final_cell_0303-1,0,ductal,ductal,single_batch
303,human2_lib1.final_cell_0304-1,8,beta,epsilon,single_batch
304,human2_lib1.final_cell_0305-1,3,alpha,alpha,single_batch
305,human2_lib1.final_cell_0306-1,3,alpha,alpha,single_batch
306,human2_lib1.final_cell_0307-1,0,ductal,ductal,single_batch
307,human2_lib1.final_cell_0308-1,3,alpha,alpha,single_batch
308,human2_lib1.final_cell_0309-1,0,ductal,ductal,single_batch
309,human2_lib1.final_cell_0310-1,3,alpha,alpha,single_batch
310,human2_lib1.final_cell_0311-1,3,alpha,alpha,single_batch
311,human2_lib1.final_cell_0312-1,5,gamma,delta,single_batch
312,human2_lib1.final_cell_0313-1,1,ductal,acinar,single_batch
313,human2_lib1.final_cell_0314-1,0,ductal,ductal,single_batch
314,human2_lib1.final_cell_0315-1,3,alpha,alpha,single_batch
315,human2_lib1.final_cell_0316-1,3,alpha,alpha,single_batch
316,human2_lib1.final_cell_0317-1,1,ductal,acinar,single_batch
317,human2_lib1.final_cell_0318-1,7,beta,beta,single_batch
318,human2_lib1.final_cell_0319-1,0,ductal,ductal,single_batch
319,human2_lib1.final_cell_0320-1,3,alpha,alpha,single_batch
320,human2_lib1.final_cell_0321-1,0,ductal,ductal,single_batch
321,human2_lib1.final_cell_0322-1,3,alpha,alpha,single_batch
322,human2_lib1.final_cell_0323-1,0,ductal,ductal,single_batch
323,human2_lib1.final_cell_0324-1,7,beta,beta,single_batch
324,human2_lib1.final_cell_0325-1,7,beta,beta,single_batch
325,human2_lib1.final_cell_0326-1,7,beta,beta,single_batch
326,human2_lib1.final_cell_0327-1,0,ductal,ductal,single_batch
327,human2_lib1.final_cell_0328-1,0,ductal,ductal,single_batch
328,human2_lib1.final_cell_0329-1,3,alpha,alpha,single_batch
329,human2_lib1.final_cell_0330-1,5,delta,delta,single_batch
330,human2_lib1.final_cell_0331-1,3,alpha,alpha,single_batch
331,human2_lib1.final_cell_0332-1,7,beta,beta,single_batch
332,human2_lib1.final_cell_0333-1,7,beta,beta,single_batch
333,human2_lib1.final_cell_0334-1,2,endothelial,endothelial,single_batch
334,human2_lib1.final_cell_0335-1,3,alpha,alpha,single_batch
335,human2_lib1.final_cell_0336-1,3,alpha,alpha,single_batch
336,human2_lib1.final_cell_0337-1,3,alpha,alpha,single_batch
337,human2_lib1.final_cell_0338-1,3,alpha,alpha,single_batch
338,human2_lib1.final_cell_0339-1,3,alpha,alpha,single_batch
339,human2_lib1.final_cell_0340-1,3,alpha,alpha,single_batch
340,human2_lib1.final_cell_0341-1,0,ductal,ductal,single_batch
341,human2_lib1.final_cell_0342-1,3,alpha,alpha,single_batch
342,human2_lib1.final_cell_0343-1,3,alpha,alpha,single_batch
343,human2_lib1.final_cell_0344-1,0,ductal,ductal,single_batch
344,human2_lib1.final_cell_0345-1,3,alpha,alpha,single_batch
345,human2_lib1.final_cell_0346-1,0,ductal,ductal,single_batch
346,human2_lib1.final_cell_0347-1,0,ductal,ductal,single_batch
347,human2_lib1.final_cell_0348-1,0,ductal,ductal,single_batch
348,human2_lib1.final_cell_0349-1,3,alpha,alpha,single_batch
349,human2_lib1.final_cell_0350-1,9,activated_stellate,activated_stellate,single_batch
350,human2_lib1.final_cell_0351-1,0,ductal,ductal,single_batch
351,human2_lib1.final_cell_0352-1,3,alpha,alpha,single_batch
352,human2_lib1.final_cell_0353-1,3,alpha,alpha,single_batch
353,human2_lib1.final_cell_0354-1,7,beta,beta,single_batch
354,human2_lib1.final_cell_0355-1,5,delta,delta,single_batch
355,human2_lib1.final_cell_0356-1,3,alpha,alpha,single_batch
356,human2_lib1.final_cell_0357-1,3,alpha,alpha,single_batch
357,human2_lib1.final_cell_0358-1,0,ductal,ductal,single_batch
358,human2_lib1.final_cell_0359-1,3,alpha,alpha,single_batch
359,human2_lib1.final_cell_0360-1,3,alpha,alpha,single_batch
360,human2_lib1.final_cell_0361-1,5,gamma,delta,single_batch
361,human2_lib1.final_cell_0362-1,0,ductal,ductal,single_batch
362,human2_lib1.final_cell_0363-1,3,alpha,alpha,single_batch
363,human2_lib1.final_cell_0364-1,5,delta,delta,single_batch
364,human2_lib1.final_cell_0365-1,2,endothelial,endothelial,single_batch
365,human2_lib1.final_cell_0366-1,7,beta,beta,single_batch
366,human2_lib1.final_cell_0367-1,3,alpha,alpha,single_batch
367,human2_lib1.final_cell_0368-1,7,beta,beta,single_batch
368,human2_lib1.final_cell_0369-1,3,alpha,alpha,single_batch
369,human2_lib1.final_cell_0370-1,3,alpha,alpha,single_batch
370,human2_lib1.final_cell_0371-1,3,alpha,alpha,single_batch
371,human2_lib1.final_cell_0372-1,5,gamma,delta,single_batch
372,human2_lib1.final_cell_0373-1,0,ductal,ductal,single_batch
373,human2_lib1.final_cell_0374-1,3,alpha,alpha,single_batch
374,human2_lib1.final_cell_0375-1,3,alpha,alpha,single_batch
375,human2_lib1.final_cell_0376-1,5,gamma,delta,single_batch
376,human2_lib1.final_cell_0377-1,3,alpha,alpha,single_batch
377,human2_lib1.final_cell_0378-1,10,quiescent_stellate,quiescent_stellate,single_batch
378,human2_lib1.final_cell_0379-1,8,beta,epsilon,single_batch
379,human2_lib1.final_cell_0380-1,1,ductal,acinar,single_batch
380,human2_lib1.final_cell_0381-1,1,ductal,acinar,single_batch
381,human2_lib1.final_cell_0382-1,7,beta,beta,single_batch
382,human2_lib1.final_cell_0383-1,3,alpha,alpha,single_batch
383,human2_lib1.final_cell_0384-1,3,alpha,alpha,single_batch
384,human2_lib1.final_cell_0385-1,3,alpha,alpha,single_batch
385,human2_lib1.final_cell_0386-1,3,alpha,alpha,single_batch
386,human2_lib1.final_cell_0387-1,3,alpha,alpha,single_batch
387,human2_lib1.final_cell_0388-1,8,beta,epsilon,single_batch
388,human2_lib1.final_cell_0389-1,3,alpha,alpha,single_batch
389,human2_lib1.final_cell_0390-1,8,beta,epsilon,single_batch
390,human2_lib1.final_cell_0391-1,0,ductal,ductal,single_batch
391,human2_lib1.final_cell_0392-1,5,gamma,delta,single_batch
392,human2_lib1.final_cell_0393-1,7,beta,beta,single_batch
393,human2_lib1.final_cell_0394-1,9,activated_stellate,activated_stellate,single_batch
394,human2_lib1.final_cell_0395-1,0,ductal,ductal,single_batch
395,human2_lib1.final_cell_0396-1,0,ductal,ductal,single_batch
396,human2_lib1.final_cell_0397-1,3,alpha,alpha,single_batch
397,human2_lib1.final_cell_0398-1,5,gamma,delta,single_batch
398,human2_lib1.final_cell_0399-1,5,epsilon,delta,single_batch
399,human2_lib1.final_cell_0400-1,3,alpha,alpha,single_batch
400,human2_lib1.final_cell_0401-1,5,delta,delta,single_batch
401,human2_lib1.final_cell_0402-1,3,alpha,alpha,single_batch
402,human2_lib1.final_cell_0403-1,1,ductal,acinar,single_batch
403,human2_lib1.final_cell_0404-1,3,alpha,alpha,single_batch
404,human2_lib1.final_cell_0405-1,5,beta,delta,single_batch
405,human2_lib1.final_cell_0406-1,9,activated_stellate,activated_stellate,single_batch
406,human2_lib1.final_cell_0407-1,5,gamma,delta,single_batch
407,human2_lib1.final_cell_0408-1,3,alpha,alpha,single_batch
408,human2_lib1.final_cell_0409-1,3,alpha,alpha,single_batch
409,human2_lib1.final_cell_0410-1,0,schwann,ductal,single_batch
410,human2_lib1.final_cell_0411-1,1,ductal,acinar,single_batch
411,human2_lib1.final_cell_0412-1,3,alpha,alpha,single_batch
